segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
41914641,41916401,OCHI,OCH,NA,NA,NA,NA,xxx,3
41916959,41918158,MA1,MAL,NA,NA,NA,NA,xxx,6
41917966,41918210,FA1,FEM,NA,NA,NA,NA,xxx,1
41918205,41919108,CHI,CHI,C,W,NA,NA,xxx,0
41919385,41920339,FA1,FEM,NA,NA,NA,NA,xxx,5
41920362,41921519,CHI,CHI,N,NA,NA,NA,xxx,0
41921968,41922226,OCHI,OCH,NA,NA,NA,NA,xxx,1
41922331,41923462,OCHI,OCH,NA,NA,NA,NA,xxx,1
41924206,41925325,OCHI,OCH,NA,NA,NA,NA,xxx,1
41925424,41925882,FA1,FEM,NA,NA,NA,NA,xxx,3
41926420,41927190,MA1,MAL,NA,NA,NA,NA,xxx,2
41927236,41927582,FA1,FEM,NA,NA,NA,NA,xxx,1
41927572,41928770,CHI,CHI,C,0,NA,NA,xxx,0
41929763,41930459,MA1,MAL,NA,NA,NA,NA,xxx,3
41931522,41932463,CHI,CHI,N,NA,NA,NA,xxx,0
41933516,41934233,MA1,MAL,NA,NA,NA,NA,xxx,4
41934740,41935413,CHI,CHI,C,0,NA,NA,xxx,0
41936379,41937723,FA1,FEM,NA,NA,NA,NA,xxx,3
41938304,41938562,MA1,MAL,NA,NA,NA,NA,xxx,1
41940318,41942022,FA1,FEM,NA,NA,NA,NA,xxx,7
41942242,41942748,MA1,MAL,NA,NA,NA,NA,xxx,1
41943282,41944733,MA1,MAL,NA,NA,NA,NA,xxx,7
41945097,41947355,FA1,FEM,NA,NA,NA,NA,xxx,6
41947498,41949086,CHI,CHI,C,0,NA,NA,xxx,0
41950030,41950564,FA1,FEM,NA,NA,NA,NA,xxx,1
41950683,41951530,MA1,MAL,NA,NA,NA,NA,xxx,2
41951855,41952478,FA1,FEM,NA,NA,NA,NA,xxx,3
41953383,41954748,MA1,MAL,NA,NA,NA,NA,xxx,4
41959923,41960320,CHI,CHI,C,0,NA,NA,xxx,0
41963293,41963937,CHI,CHI,N,NA,NA,NA,xxx,0
41964389,41965329,FA1,FEM,NA,NA,NA,NA,xxx,1
41966923,41967969,CHI,CHI,N,NA,NA,NA,xxx,0
41967952,41968932,FA1,FEM,NA,NA,NA,NA,xxx,5
41969748,41970498,FA1,FEM,NA,NA,NA,NA,xxx,4
41972231,41973033,FA1,FEM,NA,NA,NA,NA,xxx,1
41973266,41973645,CHI,CHI,N,NA,NA,NA,xxx,0
41975461,41976635,FA1,FEM,NA,NA,NA,NA,xxx,1
41976871,41978306,CHI,CHI,N,NA,NA,NA,xxx,0
41978548,41978816,MA1,MAL,NA,NA,NA,NA,xxx,1
41978780,41979288,CHI,CHI,N,NA,NA,NA,xxx,0
41979816,41980833,FA1,FEM,NA,NA,NA,NA,xxx,1
41982290,41983217,FA1,FEM,NA,NA,NA,NA,xxx,3
41983987,41985798,FA1,FEM,NA,NA,NA,NA,xxx,10
41985814,41987294,CHI,CHI,N,NA,NA,NA,xxx,0
41988879,41990518,CHI,CHI,C,0,NA,NA,xxx,0
41990514,41992879,FA1,FEM,NA,NA,NA,NA,xxx,10
41992991,41994283,CHI,CHI,C,0,NA,NA,xxx,0
41995210,41997235,CHI,CHI,C,0,NA,NA,xxx,0
41997471,41998994,CHI,CHI,C,0,NA,NA,xxx,0
41999016,42000457,MA1,MAL,NA,NA,NA,NA,xxx,3
41999291,41999586,OCHI,OCH,NA,NA,NA,NA,xxx,1
42001627,42002469,CHI,CHI,C,0,NA,NA,xxx,0
42002860,42003656,CHI,CHI,C,0,NA,NA,xxx,0
42004009,42005642,CHI,CHI,C,0,NA,NA,xxx,0
42006048,42007229,CHI,CHI,C,0,NA,NA,xxx,0
42008911,42010052,CHI,CHI,C,0,NA,NA,xxx,0
42012548,42013159,CHI,CHI,N,NA,NA,NA,xxx,0
42013483,42014723,CHI,CHI,N,NA,NA,NA,xxx,0
