segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
6837335,6839386,FA1,FEM,NA,NA,NA,NA,xxx,3
6840634,6841696,FA1,FEM,NA,NA,NA,NA,xxx,3
6847902,6848453,CHI,CHI,N,NA,NA,NA,xxx,0
6848540,6850344,CHI,CHI,N,NA,NA,NA,xxx,0
6851305,6852939,CHI,CHI,N,NA,NA,NA,xxx,0
6857850,6858123,CHI,CHI,N,NA,NA,NA,xxx,0
6860937,6861824,CHI,CHI,C,0,NA,NA,xxx,0
6864000,6865567,OCHI,OCH,NA,NA,NA,NA,xxx,6
6866185,6866588,CHI,CHI,C,0,NA,NA,xxx,0
6866706,6867351,FA1,FEM,NA,NA,NA,NA,xxx,3
6867499,6867917,OCHI,OCH,NA,NA,NA,NA,xxx,1
6867711,6868433,FA1,FEM,NA,NA,NA,NA,xxx,2
6868463,6869045,OCHI,OCH,NA,NA,NA,NA,xxx,1
6869200,6871721,OCHI,OCH,NA,NA,NA,NA,xxx,3
6871736,6872577,FA1,FEM,NA,NA,NA,NA,xxx,4
6873948,6875371,OCHI,OCH,NA,NA,NA,NA,xxx,1
6876747,6877046,FA1,FEM,NA,NA,NA,NA,xxx,1
6878000,6878299,CHI,CHI,N,NA,NA,NA,xxx,0
6878672,6879677,CHI,CHI,N,NA,NA,NA,xxx,0
6880283,6881572,CHI,CHI,N,NA,NA,NA,xxx,0
6881594,6883945,CHI,CHI,N,NA,NA,NA,xxx,0
6884314,6884726,CHI,CHI,N,NA,NA,NA,xxx,0
6885321,6887110,CHI,CHI,N,NA,NA,NA,xxx,0
6887298,6888906,CHI,CHI,N,NA,NA,NA,xxx,0
6889371,6889670,FA1,FEM,NA,NA,NA,NA,xxx,1
6889644,6890438,CHI,CHI,N,NA,NA,NA,xxx,0
6890224,6890698,FA1,FEM,NA,NA,NA,NA,xxx,3
6890747,6891030,OCHI,OCH,NA,NA,NA,NA,xxx,1
6891108,6892432,CHI,CHI,N,NA,NA,NA,xxx,0
6892386,6893648,FA1,FEM,NA,NA,NA,NA,xxx,6
6892948,6894262,CHI,CHI,N,NA,NA,NA,xxx,0
6893726,6895396,FA1,FEM,NA,NA,NA,NA,xxx,5
6894555,6895066,CHI,CHI,N,NA,NA,NA,xxx,0
6895379,6896673,CHI,CHI,N,NA,NA,NA,xxx,0
6897044,6897709,CHI,CHI,N,NA,NA,NA,xxx,0
6897904,6898136,OCHI,OCH,NA,NA,NA,NA,xxx,1
6898391,6899360,CHI,CHI,N,NA,NA,NA,xxx,0
6899639,6902113,FA1,FEM,NA,NA,NA,NA,xxx,19
6901907,6902358,CHI,CHI,N,NA,NA,NA,xxx,0
6902434,6902537,CHI,CHI,N,NA,NA,NA,xxx,0
6902662,6904090,CHI,CHI,N,NA,NA,NA,xxx,0
6904430,6904914,CHI,CHI,N,NA,NA,NA,xxx,0
6904999,6906138,OCHI,OCH,NA,NA,NA,NA,xxx,3
6905581,6906133,CHI,CHI,N,NA,NA,NA,xxx,0
6906148,6906411,OCHI,OCH,NA,NA,NA,NA,xxx,1
6906391,6906572,FA1,FEM,NA,NA,NA,NA,xxx,1
6907412,6907685,OCHI,OCH,NA,NA,NA,NA,xxx,1
6908252,6909742,OCHI,OCH,NA,NA,NA,NA,xxx,4
6910881,6912221,CHI,CHI,N,NA,NA,NA,xxx,0
6912634,6915015,CHI,CHI,N,NA,NA,NA,xxx,0
6915038,6915708,FA1,FEM,NA,NA,NA,NA,xxx,2
6915706,6916185,CHI,CHI,N,NA,NA,NA,xxx,0
6916457,6918097,FA1,FEM,NA,NA,NA,NA,xxx,9
6918108,6918706,CHI,CHI,N,NA,NA,NA,xxx,0
6919023,6919569,FA1,FEM,NA,NA,NA,NA,xxx,2
6920133,6920520,CHI,CHI,N,NA,NA,NA,xxx,0
6920694,6922096,FA1,FEM,NA,NA,NA,NA,xxx,5
6921376,6922092,CHI,CHI,N,NA,NA,NA,xxx,0
6922438,6922928,CHI,CHI,N,NA,NA,NA,xxx,0
6922758,6925093,FA1,FEM,NA,NA,NA,NA,xxx,16
6923015,6923603,CHI,CHI,N,NA,NA,NA,xxx,0
6925059,6925502,CHI,CHI,N,NA,NA,NA,xxx,0
6925892,6927077,CHI,CHI,N,NA,NA,NA,xxx,0
6926826,6927687,FA1,FEM,NA,NA,NA,NA,xxx,3
6927726,6928876,CHI,CHI,N,NA,NA,NA,xxx,0
6929097,6929690,FA1,FEM,NA,NA,NA,NA,xxx,1
6929417,6930535,CHI,CHI,N,NA,NA,NA,xxx,0
6931087,6931917,CHI,CHI,N,NA,NA,NA,xxx,0
6932273,6933345,CHI,CHI,N,NA,NA,NA,xxx,0
6933698,6934316,FA1,FEM,NA,NA,NA,NA,xxx,1
6933959,6935350,CHI,CHI,N,NA,NA,NA,xxx,0
6935474,6937052,CHI,CHI,N,NA,NA,NA,xxx,0
6937041,6940948,FA1,FEM,NA,NA,NA,NA,xxx,14
6937829,6939128,CHI,CHI,N,NA,NA,NA,xxx,0
6939748,6940619,CHI,CHI,N,NA,NA,NA,xxx,0
6941938,6942412,FA1,FEM,NA,NA,NA,NA,xxx,2
6942484,6945190,FA1,FEM,NA,NA,NA,NA,xxx,10
6945453,6945907,FA1,FEM,NA,NA,NA,NA,xxx,2
6945994,6949829,FA1,FEM,NA,NA,NA,NA,xxx,16
