segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
5830840,5831726,OCHI,OCH,NA,NA,NA,NA,xxx,2
5856788,5857092,OCHI,OCH,NA,NA,NA,NA,xxx,1
5857855,5858514,CHI,CHI,N,NA,NA,NA,xxx,0
5869612,5870272,CHI,CHI,N,NA,NA,NA,xxx,0
5870870,5872324,FA1,FEM,NA,NA,NA,NA,xxx,9
5877886,5879783,FA1,FEM,NA,NA,NA,NA,xxx,9
5880241,5881566,OCHI,OCH,NA,NA,NA,NA,xxx,3
5882644,5884391,OCHI,OCH,NA,NA,NA,NA,xxx,4
5892994,5893602,CHI,CHI,C,0,NA,NA,xxx,0
5916556,5917979,CHI,CHI,N,NA,NA,NA,xxx,0
5918757,5918932,CHI,CHI,N,NA,NA,NA,xxx,0
5920299,5920572,CHI,CHI,N,NA,NA,NA,xxx,0
5922141,5923085,CHI,CHI,N,NA,NA,NA,xxx,0
5929943,5930417,CHI,CHI,N,NA,NA,NA,xxx,0
