segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
28618381,28619809,CHI,CHI,C,0,NA,NA,xxx,0
28619922,28621582,FA1,FEM,NA,NA,NA,NA,xxx,6
28621659,28623545,CHI,CHI,N,NA,NA,NA,xxx,0
28624398,28625465,CHI,CHI,N,NA,NA,NA,xxx,0
28630165,28630500,FA1,FEM,NA,NA,NA,NA,xxx,1
28631788,28633154,CHI,CHI,N,NA,NA,NA,xxx,0
28633896,28637736,CHI,CHI,N,NA,NA,NA,xxx,0
28638484,28638994,CHI,CHI,N,NA,NA,NA,xxx,0
28639041,28640561,CHI,CHI,N,NA,NA,NA,xxx,0
28640938,28642273,CHI,CHI,N,NA,NA,NA,xxx,0
28643948,28646597,CHI,CHI,N,NA,NA,NA,xxx,0
28646671,28647604,FA1,FEM,NA,NA,NA,NA,xxx,2
28647587,28648685,CHI,CHI,C,0,NA,NA,xxx,0
28649979,28650422,CHI,CHI,N,NA,NA,NA,xxx,0
28650858,28652401,CHI,CHI,N,NA,NA,NA,xxx,0
28652736,28653968,CHI,CHI,N,NA,NA,NA,xxx,0
28654376,28654501,CHI,CHI,N,NA,NA,NA,xxx,0
28654658,28654931,FA1,FEM,NA,NA,NA,NA,xxx,1
28654986,28655166,CHI,CHI,N,NA,NA,NA,xxx,0
28655560,28657951,CHI,CHI,N,NA,NA,NA,xxx,0
28657726,28658546,FA1,FEM,NA,NA,NA,NA,xxx,3
28658598,28658961,FA1,FEM,NA,NA,NA,NA,xxx,2
28659276,28660847,MA1,MAL,NA,NA,NA,NA,xxx,7
28660827,28661169,CHI,CHI,N,NA,NA,NA,xxx,0
28661619,28662003,CHI,CHI,N,NA,NA,NA,xxx,0
28662671,28663453,CHI,CHI,N,NA,NA,NA,xxx,0
28663676,28665251,CHI,CHI,N,NA,NA,NA,xxx,0
28665302,28666326,MA1,MAL,NA,NA,NA,NA,xxx,3
28666349,28667225,CHI,CHI,N,NA,NA,NA,xxx,0
28668512,28669367,CHI,CHI,Y,NA,NA,NA,xxx,0
28669778,28670733,CHI,CHI,N,NA,NA,NA,xxx,0
28671153,28671765,CHI,CHI,N,NA,NA,NA,xxx,0
28673269,28673452,CHI,CHI,N,NA,NA,NA,xxx,0
28674820,28676121,CHI,CHI,N,NA,NA,NA,xxx,0
28676479,28677413,CHI,CHI,N,NA,NA,NA,xxx,0
28678948,28680453,CHI,CHI,C,0,NA,NA,xxx,0
28681390,28682099,CHI,CHI,C,0,NA,NA,xxx,0
28682675,28682778,CHI,CHI,N,NA,NA,NA,xxx,0
28683588,28686114,CHI,CHI,N,NA,NA,NA,xxx,0
28685742,28687356,MA1,MAL,NA,NA,NA,NA,xxx,4
28687446,28688346,CHI,CHI,C,0,NA,NA,xxx,0
28688521,28689410,MA1,MAL,NA,NA,NA,NA,xxx,3
28691196,28691546,CHI,CHI,N,NA,NA,NA,xxx,0
28692068,28692556,CHI,CHI,N,NA,NA,NA,xxx,0
28693826,28694999,CHI,CHI,C,0,NA,NA,xxx,0
28695161,28696609,CHI,CHI,N,NA,NA,NA,xxx,0
28696609,28698778,CHI,CHI,N,NA,NA,NA,xxx,0
28698141,28699221,MA1,MAL,NA,NA,NA,NA,xxx,3
28700051,28702075,CHI,CHI,Y,NA,NA,NA,xxx,0
28703581,28705948,CHI,CHI,Y,NA,NA,NA,xxx,0
28706068,28707134,MA1,MAL,NA,NA,NA,NA,xxx,3
28707104,28708910,CHI,CHI,Y,NA,NA,NA,xxx,0
28709030,28711331,CHI,CHI,Y,NA,NA,NA,xxx,0
28711927,28713346,CHI,CHI,N,NA,NA,NA,xxx,0
28715663,28716629,CHI,CHI,C,0,NA,NA,xxx,0
28717758,28719176,CHI,CHI,C,0,NA,NA,xxx,0
28720058,28722692,CHI,CHI,N,NA,NA,NA,xxx,0
28728292,28728822,FA1,FEM,NA,NA,NA,NA,xxx,1
28729394,28731000,CHI,CHI,C,0,NA,NA,xxx,0
