segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
2073067,2074288,FA1,FEM,NA,NA,NA,NA,xxx,6
2076824,2077484,OCHI,OCH,NA,NA,NA,NA,xxx,2
2078959,2079521,CHI,CHI,C,0,NA,NA,xxx,0
2079969,2080897,FA1,FEM,NA,NA,NA,NA,xxx,3
2080355,2080644,CHI,CHI,C,0,NA,NA,xxx,0
2088551,2089046,CHI,CHI,N,NA,NA,NA,xxx,0
2090125,2090770,CHI,CHI,C,0,NA,NA,xxx,0
2149216,2149391,CHI,CHI,N,NA,NA,NA,xxx,0
2176726,2177886,FA1,FEM,NA,NA,NA,NA,xxx,9
2182283,2183417,FA1,FEM,NA,NA,NA,NA,xxx,6
2183546,2184644,FA1,FEM,NA,NA,NA,NA,xxx,4
