segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
1639000,1639546,FA1,FEM,NA,NA,NA,NA,xxx,2
1639549,1640432,CHI,CHI,N,NA,NA,NA,xxx,0
1640525,1640836,CHI,CHI,N,NA,NA,NA,xxx,0
1641487,1641970,CHI,CHI,N,NA,NA,NA,xxx,0
1643583,1644621,OCHI,OCH,NA,NA,NA,NA,xxx,3
1650196,1650702,CHI,CHI,N,NA,NA,NA,xxx,0
1652257,1653025,CHI,CHI,N,NA,NA,NA,xxx,0
1653372,1653826,FA1,FEM,NA,NA,NA,NA,xxx,1
1654855,1656426,FA1,FEM,NA,NA,NA,NA,xxx,5
1656785,1657479,CHI,CHI,N,NA,NA,NA,xxx,0
1658919,1659618,CHI,CHI,N,NA,NA,NA,xxx,0
1660131,1660892,FA1,FEM,NA,NA,NA,NA,xxx,2
1663211,1663825,CHI,CHI,C,0,NA,NA,xxx,0
1664391,1665785,CHI,CHI,C,0,NA,NA,xxx,0
1666306,1666934,FA1,FEM,NA,NA,NA,NA,xxx,3
1667252,1667736,OCHI,OCH,NA,NA,NA,NA,xxx,3
1667760,1670598,FA1,FEM,NA,NA,NA,NA,xxx,14
1670957,1672327,CHI,CHI,N,NA,NA,NA,xxx,0
1673151,1674371,FA1,FEM,NA,NA,NA,NA,xxx,6
1674440,1676099,CHI,CHI,N,NA,NA,NA,xxx,0
1676546,1677164,CHI,CHI,N,NA,NA,NA,xxx,0
1678274,1678818,CHI,CHI,N,NA,NA,NA,xxx,0
1679760,1679975,CHI,CHI,N,NA,NA,NA,xxx,0
1680213,1680321,CHI,CHI,N,NA,NA,NA,xxx,0
1680540,1681745,FA1,FEM,NA,NA,NA,NA,xxx,3
1682661,1683771,FA1,FEM,NA,NA,NA,NA,xxx,5
1684124,1685398,FA1,FEM,NA,NA,NA,NA,xxx,6
1685401,1686520,CHI,CHI,N,NA,NA,NA,xxx,0
1686539,1687795,FA1,FEM,NA,NA,NA,NA,xxx,6
1688139,1688633,CHI,CHI,N,NA,NA,NA,xxx,0
1688636,1689254,FA1,FEM,NA,NA,NA,NA,xxx,2
1689439,1690643,CHI,CHI,N,NA,NA,NA,xxx,0
1690635,1691490,FA1,FEM,NA,NA,NA,NA,xxx,6
1693363,1693919,CHI,CHI,N,NA,NA,NA,xxx,0
1694670,1696036,FA1,FEM,NA,NA,NA,NA,xxx,6
1696022,1696605,CHI,CHI,N,NA,NA,NA,xxx,0
1697503,1698233,FA1,FEM,NA,NA,NA,NA,xxx,1
1699399,1700197,FA1,FEM,NA,NA,NA,NA,xxx,4
1701242,1703441,FA1,FEM,NA,NA,NA,NA,xxx,7
1703540,1703967,CHI,CHI,C,0,NA,NA,xxx,0
1704588,1705479,CHI,CHI,N,NA,NA,NA,xxx,0
1705790,1706234,CHI,CHI,N,NA,NA,NA,xxx,0
1706441,1706628,CHI,CHI,N,NA,NA,NA,xxx,0
1706820,1709319,CHI,CHI,N,NA,NA,NA,xxx,0
1709339,1712015,CHI,CHI,Y,NA,NA,NA,xxx,0
1712232,1712643,CHI,CHI,N,NA,NA,NA,xxx,0
1712893,1713167,CHI,CHI,N,NA,NA,NA,xxx,0
1713480,1713770,CHI,CHI,N,NA,NA,NA,xxx,0
1714095,1714395,CHI,CHI,N,NA,NA,NA,xxx,0
1714888,1715953,FA1,FEM,NA,NA,NA,NA,xxx,3
1716311,1717007,CHI,CHI,N,NA,NA,NA,xxx,0
1720623,1723738,FA1,FEM,NA,NA,NA,NA,xxx,14
1723480,1727049,CHI,CHI,N,NA,NA,NA,xxx,0
1727334,1728446,FA1,FEM,NA,NA,NA,NA,xxx,2
1728818,1731725,CHI,CHI,N,NA,NA,NA,xxx,0
1732207,1734579,FA1,FEM,NA,NA,NA,NA,xxx,11
1734760,1735123,CHI,CHI,N,NA,NA,NA,xxx,0
1735126,1736184,FA1,FEM,NA,NA,NA,NA,xxx,3
1736386,1737639,CHI,CHI,N,NA,NA,NA,xxx,0
1736619,1736896,FA1,FEM,NA,NA,NA,NA,xxx,1
1739212,1740028,CHI,CHI,N,NA,NA,NA,xxx,0
1739780,1741769,FA1,FEM,NA,NA,NA,NA,xxx,10
1743700,1744429,FA1,FEM,NA,NA,NA,NA,xxx,2
1746783,1748697,FA1,FEM,NA,NA,NA,NA,xxx,5
1750504,1751348,CHI,CHI,N,NA,NA,NA,xxx,0
1754022,1754907,CHI,CHI,N,NA,NA,NA,xxx,0
1754976,1756630,CHI,CHI,N,NA,NA,NA,xxx,0
1758516,1759000,CHI,CHI,N,NA,NA,NA,xxx,0
