segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
14874220,14875167,CHI,CHI,N,NA,NA,NA,xxx,0
14884800,14885224,CHI,CHI,N,NA,NA,NA,xxx,0
14886427,14886825,CHI,CHI,N,NA,NA,NA,xxx,0
14888539,14890086,CHI,CHI,N,NA,NA,NA,xxx,0
14890541,14891467,CHI,CHI,N,NA,NA,NA,xxx,0
14894121,14894645,CHI,CHI,N,NA,NA,NA,xxx,0
14896458,14897106,CHI,CHI,N,NA,NA,NA,xxx,0
14897806,14898176,CHI,CHI,N,NA,NA,NA,xxx,0
14910709,14911490,CHI,CHI,N,NA,NA,NA,xxx,0
14911902,14912442,CHI,CHI,N,NA,NA,NA,xxx,0
14912847,14913399,CHI,CHI,N,NA,NA,NA,xxx,0
14913779,14914437,CHI,CHI,N,NA,NA,NA,xxx,0
14914885,14915298,CHI,CHI,N,NA,NA,NA,xxx,0
14915770,14916384,CHI,CHI,N,NA,NA,NA,xxx,0
14916809,14917438,CHI,CHI,N,NA,NA,NA,xxx,0
14918771,14919534,CHI,CHI,N,NA,NA,NA,xxx,0
14920102,14920763,CHI,CHI,N,NA,NA,NA,xxx,0
14920395,14921007,FA1,FEM,NA,NA,NA,NA,xxx,1
14921465,14921823,CHI,CHI,N,NA,NA,NA,xxx,0
14967600,14968182,CHI,CHI,N,NA,NA,NA,xxx,0
14968539,14969188,FA1,FEM,NA,NA,NA,NA,xxx,2
14970285,14971054,CHI,CHI,N,NA,NA,NA,xxx,0
14971629,14972056,CHI,CHI,N,NA,NA,NA,xxx,0
14972705,14973101,CHI,CHI,N,NA,NA,NA,xxx,0
14974195,14974883,CHI,CHI,N,NA,NA,NA,xxx,0
14975375,14976110,CHI,CHI,N,NA,NA,NA,xxx,0
14976505,14977811,FA1,FEM,NA,NA,NA,NA,xxx,5
14976543,14977338,CHI,CHI,N,NA,NA,NA,xxx,0
14977787,14978328,CHI,CHI,N,NA,NA,NA,xxx,0
14987423,14988000,CHI,CHI,N,NA,NA,NA,xxx,0
