segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
2111263,2112556,FA1,FEM,NA,NA,NA,NA,xxx,3
2113092,2114164,FA1,FEM,NA,NA,NA,NA,xxx,3
2114679,2115463,CHI,CHI,N,NA,NA,NA,xxx,0
2116794,2118979,MA1,MAL,NA,NA,NA,NA,xxx,6
2122412,2122690,MA1,MAL,NA,NA,NA,NA,xxx,1
2123355,2123618,CHI,CHI,N,NA,NA,NA,xxx,0
2127824,2128329,FA1,FEM,NA,NA,NA,NA,xxx,1
2158076,2158705,CHI,CHI,N,NA,NA,NA,xxx,0
2159419,2161177,FA1,FEM,NA,NA,NA,NA,xxx,2
2159731,2160035,CHI,CHI,N,NA,NA,NA,xxx,0
2169206,2169401,CHI,CHI,N,NA,NA,NA,xxx,0
2188195,2188386,CHI,CHI,N,NA,NA,NA,xxx,0
