segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
2072994,2074242,CHI,CHI,N,NA,NA,NA,xxx,0
2075242,2076783,CHI,CHI,N,NA,NA,NA,xxx,0
2075561,2076082,MA1,MAL,NA,NA,NA,NA,xxx,1
2077602,2079071,FA1,FEM,NA,NA,NA,NA,xxx,4
2079665,2080866,FA1,FEM,NA,NA,NA,NA,xxx,2
2080000,2080355,MA1,MAL,NA,NA,NA,NA,xxx,1
2080891,2081906,FA1,FEM,NA,NA,NA,NA,xxx,2
2082964,2084278,CHI,CHI,N,NA,NA,NA,xxx,0
2084655,2085165,CHI,CHI,N,NA,NA,NA,xxx,0
2085320,2086206,OCHI,OCH,NA,NA,NA,NA,xxx,1
2087051,2088319,CHI,CHI,N,NA,NA,NA,xxx,0
2088729,2090610,OCHI,OCH,NA,NA,NA,NA,xxx,6
2090649,2090731,CHI,CHI,N,NA,NA,NA,xxx,0
2091677,2092043,CHI,CHI,N,NA,NA,NA,xxx,0
2093512,2094558,CHI,CHI,N,NA,NA,NA,xxx,0
2095172,2096094,CHI,CHI,N,NA,NA,NA,xxx,0
2095888,2096393,FA1,FEM,NA,NA,NA,NA,xxx,1
2096685,2097870,CHI,CHI,N,NA,NA,NA,xxx,0
2099268,2101768,OCHI,OCH,NA,NA,NA,NA,xxx,6
2106360,2109113,OCHI,OCH,NA,NA,NA,NA,xxx,8
2110505,2112118,OCHI,OCH,NA,NA,NA,NA,xxx,2
2116107,2117076,CHI,CHI,N,NA,NA,NA,xxx,0
2120809,2122324,CHI,CHI,N,NA,NA,NA,xxx,0
2126159,2128664,CHI,CHI,C,0,NA,NA,xxx,0
2132458,2133428,CHI,CHI,N,NA,NA,NA,xxx,0
2136830,2138356,CHI,CHI,N,NA,NA,NA,xxx,0
2141463,2142788,CHI,CHI,C,0,NA,NA,xxx,0
2146576,2148906,CHI,CHI,N,NA,NA,NA,xxx,0
2150464,2151572,CHI,CHI,N,NA,NA,NA,xxx,0
2153206,2153535,CHI,CHI,N,NA,NA,NA,xxx,0
2162484,2163391,OCHI,OCH,NA,NA,NA,NA,xxx,1
2175695,2176633,CHI,CHI,N,NA,NA,NA,xxx,0
