segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
39779005,39779314,FA1,FEM,NA,NA,NA,NA,xxx,1
39781422,39782252,MA1,MAL,NA,NA,NA,NA,xxx,3
39784102,39786205,FA1,FEM,NA,NA,NA,NA,xxx,11
39786938,39787989,FA1,FEM,NA,NA,NA,NA,xxx,6
39788880,39789283,FA1,FEM,NA,NA,NA,NA,xxx,1
39790066,39791973,OCHI,OCH,NA,NA,NA,NA,xxx,3
39793432,39795004,MA1,MAL,NA,NA,NA,NA,xxx,7
39797304,39799387,MA1,MAL,NA,NA,NA,NA,xxx,5
39801845,39803484,MA1,MAL,NA,NA,NA,NA,xxx,6
39805737,39807258,FA1,FEM,NA,NA,NA,NA,xxx,5
39809299,39809634,MA1,MAL,NA,NA,NA,NA,xxx,1
39810587,39812030,MA1,MAL,NA,NA,NA,NA,xxx,5
39812752,39814175,MA1,MAL,NA,NA,NA,NA,xxx,7
39813489,39813901,CHI,CHI,C,0,NA,NA,xxx,0
39814530,39814922,CHI,CHI,N,NA,NA,NA,xxx,0
39819113,39820566,MA1,MAL,NA,NA,NA,NA,xxx,5
39821093,39821660,OCHI,OCH,NA,NA,NA,NA,xxx,2
39821763,39822278,MA1,MAL,NA,NA,NA,NA,xxx,1
39823695,39824443,MA1,MAL,NA,NA,NA,NA,xxx,4
39825500,39826119,OCHI,OCH,NA,NA,NA,NA,xxx,1
39826247,39827092,MA1,MAL,NA,NA,NA,NA,xxx,5
39828232,39829258,OCHI,OCH,NA,NA,NA,NA,xxx,1
39832386,39832835,OCHI,OCH,NA,NA,NA,NA,xxx,1
39833134,39835804,FA1,FEM,NA,NA,NA,NA,xxx,6
39836778,39838561,OCHI,OCH,NA,NA,NA,NA,xxx,4
39838628,39841443,FA1,FEM,NA,NA,NA,NA,xxx,14
39844222,39844510,OCHI,OCH,NA,NA,NA,NA,xxx,1
39844541,39845613,MA1,MAL,NA,NA,NA,NA,xxx,5
39846525,39849922,OCHI,OCH,NA,NA,NA,NA,xxx,10
39850057,39850330,FA1,FEM,NA,NA,NA,NA,xxx,1
39850314,39853237,MA1,MAL,NA,NA,NA,NA,xxx,15
39853221,39856201,FA1,FEM,NA,NA,NA,NA,xxx,13
39857855,39859304,MA1,MAL,NA,NA,NA,NA,xxx,9
39859757,39861221,OCHI,OCH,NA,NA,NA,NA,xxx,3
39862335,39863881,MA1,MAL,NA,NA,NA,NA,xxx,5
39863845,39865422,FA1,FEM,NA,NA,NA,NA,xxx,6
39865222,39865799,OCHI,OCH,NA,NA,NA,NA,xxx,3
39866469,39867412,FA1,FEM,NA,NA,NA,NA,xxx,4
39867660,39867737,CHI,CHI,N,NA,NA,NA,xxx,0
39868342,39870275,OCHI,OCH,NA,NA,NA,NA,xxx,2
39870567,39871505,MA1,MAL,NA,NA,NA,NA,xxx,2
39872495,39873809,OCHI,OCH,NA,NA,NA,NA,xxx,4
39875360,39877066,MA1,MAL,NA,NA,NA,NA,xxx,3
39877819,39879917,OCHI,OCH,NA,NA,NA,NA,xxx,3
39879969,39881082,MA1,MAL,NA,NA,NA,NA,xxx,4
39883664,39884360,OCHI,OCH,NA,NA,NA,NA,xxx,1
39884753,39885232,MA1,MAL,NA,NA,NA,NA,xxx,1
39888747,39889180,FA1,FEM,NA,NA,NA,NA,xxx,1
39890005,39894887,FA1,FEM,NA,NA,NA,NA,xxx,28
39894979,39897339,FA1,FEM,NA,NA,NA,NA,xxx,10
