segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
41905000,41905824,MA1,MAL,NA,NA,NA,NA,xxx,1
41905002,41905226,CHI,CHI,N,NA,NA,NA,xxx,0
41905816,41907015,FA1,FEM,NA,NA,NA,NA,xxx,2
41906867,41907330,CHI,CHI,Y,NA,NA,NA,xxx,0
41907484,41908522,CHI,CHI,Y,NA,NA,NA,xxx,0
41909241,41910050,MA1,MAL,NA,NA,NA,NA,xxx,4
41910052,41910437,CHI,CHI,N,NA,NA,NA,xxx,0
41910554,41911276,CHI,CHI,N,NA,NA,NA,xxx,0
41911611,41912698,OCHI,OCH,NA,NA,NA,NA,xxx,3
41912371,41912836,CHI,CHI,N,NA,NA,NA,xxx,0
41912904,41914061,CHI,CHI,Y,NA,NA,NA,xxx,0
41914416,41915589,MA1,MAL,NA,NA,NA,NA,xxx,3
41914423,41914752,CHI,CHI,N,NA,NA,NA,xxx,0
41915541,41915761,CHI,CHI,N,NA,NA,NA,xxx,0
41916989,41917201,CHI,CHI,N,NA,NA,NA,xxx,0
41918869,41921048,MA1,MAL,NA,NA,NA,NA,xxx,11
41921260,41923675,CHI,CHI,Y,NA,NA,NA,xxx,0
41924171,41924916,CHI,CHI,N,NA,NA,NA,xxx,0
41925896,41927715,MA1,MAL,NA,NA,NA,NA,xxx,12
41931205,41931723,MA1,MAL,NA,NA,NA,NA,xxx,1
41933539,41935126,CHI,CHI,Y,NA,NA,NA,xxx,0
41933912,41934641,MA1,MAL,NA,NA,NA,NA,xxx,4
41935425,41935721,MA1,MAL,NA,NA,NA,NA,xxx,3
41935662,41938092,CHI,CHI,Y,NA,NA,NA,xxx,0
41936986,41937690,MA1,MAL,NA,NA,NA,NA,xxx,3
41938495,41939624,MA1,MAL,NA,NA,NA,NA,xxx,5
41938769,41939254,CHI,CHI,Y,NA,NA,NA,xxx,0
41940051,41940597,CHI,CHI,Y,NA,NA,NA,xxx,0
41940792,41941800,MA1,MAL,NA,NA,NA,NA,xxx,6
41941649,41943512,CHI,CHI,Y,NA,NA,NA,xxx,0
41943690,41948167,CHI,CHI,Y,NA,NA,NA,xxx,0
41944171,41944875,MA1,MAL,NA,NA,NA,NA,xxx,5
41948536,41953791,CHI,CHI,Y,NA,NA,NA,xxx,0
41954301,41960698,CHI,CHI,Y,NA,NA,NA,xxx,0
41960757,41962132,CHI,CHI,N,NA,NA,NA,xxx,0
41962587,41963073,CHI,CHI,N,NA,NA,NA,xxx,0
41965106,41965363,CHI,CHI,N,NA,NA,NA,xxx,0
41967561,41968870,MA1,MAL,NA,NA,NA,NA,xxx,6
41969109,41971029,CHI,CHI,Y,NA,NA,NA,xxx,0
41970808,41972228,MA1,MAL,NA,NA,NA,NA,xxx,1
41972014,41972308,FA1,FEM,NA,NA,NA,NA,xxx,1
41972455,41972654,CHI,CHI,N,NA,NA,NA,xxx,0
41974528,41976345,OCHI,OCH,NA,NA,NA,NA,xxx,6
41978470,41979742,FA1,FEM,NA,NA,NA,NA,xxx,3
41979948,41982926,MA1,MAL,NA,NA,NA,NA,xxx,14
41984250,41986169,FA1,FEM,NA,NA,NA,NA,xxx,2
41986246,41986915,CHI,CHI,N,NA,NA,NA,xxx,0
41986959,41988775,MA1,MAL,NA,NA,NA,NA,xxx,2
41988676,41991316,CHI,CHI,N,NA,NA,NA,xxx,0
41991396,41998911,CHI,CHI,Y,NA,NA,NA,xxx,0
41993230,41994971,MA1,MAL,NA,NA,NA,NA,xxx,2
41996632,42000382,MA1,MAL,NA,NA,NA,NA,xxx,2
42000455,42003205,CHI,CHI,Y,NA,NA,NA,xxx,0
42002172,42003275,MA1,MAL,NA,NA,NA,NA,xxx,1
42004279,42004868,FA1,FEM,NA,NA,NA,NA,xxx,1
42005890,42009853,MA1,MAL,NA,NA,NA,NA,xxx,4
42009868,42011941,CHI,CHI,Y,NA,NA,NA,xxx,0
42011187,42011658,FA1,FEM,NA,NA,NA,NA,xxx,1
42012720,42023131,CHI,CHI,Y,NA,NA,NA,xxx,0
42017436,42018245,FA1,FEM,NA,NA,NA,NA,xxx,2
42018404,42019646,OCHI,OCH,NA,NA,NA,NA,xxx,2
42022521,42023154,FA1,FEM,NA,NA,NA,NA,xxx,1
42023706,42025000,CHI,CHI,Y,NA,NA,NA,xxx,0
