segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
36581005,36583479,CHI,CHI,Y,NA,NA,NA,xxx,0
36581061,36583484,FA1,FEM,NA,NA,NA,NA,xxx,5
36585082,36586640,CHI,CHI,Y,NA,NA,NA,xxx,0
36586381,36587863,FA1,FEM,NA,NA,NA,NA,xxx,5
36587463,36587937,CHI,CHI,Y,NA,NA,NA,xxx,0
36589083,36589490,CHI,CHI,N,NA,NA,NA,xxx,0
36590178,36590379,CHI,CHI,N,NA,NA,NA,xxx,0
36590564,36591451,CHI,CHI,Y,NA,NA,NA,xxx,0
36591315,36591701,FA1,FEM,NA,NA,NA,NA,xxx,1
36591751,36592103,FA1,FEM,NA,NA,NA,NA,xxx,1
36592408,36594609,CHI,CHI,Y,NA,NA,NA,xxx,0
36594283,36595512,FA1,FEM,NA,NA,NA,NA,xxx,5
36595653,36596767,CHI,CHI,Y,NA,NA,NA,xxx,0
36597449,36597941,CHI,CHI,N,NA,NA,NA,xxx,0
36598266,36598432,CHI,CHI,N,NA,NA,NA,xxx,0
36598737,36602429,CHI,CHI,Y,NA,NA,NA,xxx,0
36601082,36602294,FA1,FEM,NA,NA,NA,NA,xxx,1
36603368,36603476,CHI,CHI,N,NA,NA,NA,xxx,0
36604402,36604693,CHI,CHI,N,NA,NA,NA,xxx,0
36604930,36605257,FA1,FEM,NA,NA,NA,NA,xxx,1
36605189,36607325,CHI,CHI,Y,NA,NA,NA,xxx,0
36606256,36606607,FA1,FEM,NA,NA,NA,NA,xxx,1
36607472,36607838,CHI,CHI,Y,NA,NA,NA,xxx,0
36607657,36608391,FA1,FEM,NA,NA,NA,NA,xxx,1
36609137,36610093,FA1,FEM,NA,NA,NA,NA,xxx,1
36610222,36611906,CHI,CHI,Y,NA,NA,NA,xxx,0
36610469,36610931,FA1,FEM,NA,NA,NA,NA,xxx,1
36612205,36612408,CHI,CHI,C,0,NA,NA,xxx,0
36612632,36613253,CHI,CHI,N,NA,NA,NA,xxx,0
36613322,36613976,CHI,CHI,Y,NA,NA,NA,xxx,0
36613769,36614709,FA1,FEM,NA,NA,NA,NA,xxx,1
36615539,36615714,CHI,CHI,N,NA,NA,NA,xxx,0
36617390,36618687,CHI,CHI,N,NA,NA,NA,xxx,0
36619037,36620102,CHI,CHI,Y,NA,NA,NA,xxx,0
36620788,36621081,CHI,CHI,Y,NA,NA,NA,xxx,0
36621232,36624278,CHI,CHI,Y,NA,NA,NA,xxx,0
36622298,36623036,FA1,FEM,NA,NA,NA,NA,xxx,1
36624278,36626579,FA1,FEM,NA,NA,NA,NA,xxx,6
36625715,36629624,CHI,CHI,Y,NA,NA,NA,xxx,0
36627047,36628399,FA1,FEM,NA,NA,NA,NA,xxx,5
36629795,36630698,FA1,FEM,NA,NA,NA,NA,xxx,5
36631676,36632824,FA1,FEM,NA,NA,NA,NA,xxx,6
36633193,36634795,CHI,CHI,Y,NA,NA,NA,xxx,0
36634122,36634656,FA1,FEM,NA,NA,NA,NA,xxx,1
36635761,36637096,CHI,CHI,Y,NA,NA,NA,xxx,0
36636829,36637476,FA1,FEM,NA,NA,NA,NA,xxx,1
36637506,36638017,CHI,CHI,Y,NA,NA,NA,xxx,0
36637539,36638636,FA1,FEM,NA,NA,NA,NA,xxx,1
36638756,36642148,CHI,CHI,Y,NA,NA,NA,xxx,0
36641552,36642159,FA1,FEM,NA,NA,NA,NA,xxx,1
36642442,36646152,CHI,CHI,Y,NA,NA,NA,xxx,0
36644362,36646112,FA1,FEM,NA,NA,NA,NA,xxx,1
36646694,36654194,CHI,CHI,Y,NA,NA,NA,xxx,0
36646965,36647729,FA1,FEM,NA,NA,NA,NA,xxx,1
36649586,36650290,FA1,FEM,NA,NA,NA,NA,xxx,3
36654762,36666032,CHI,CHI,Y,NA,NA,NA,xxx,0
36656993,36659024,FA1,FEM,NA,NA,NA,NA,xxx,1
36661523,36662888,FA1,FEM,NA,NA,NA,NA,xxx,2
36663111,36663762,FA1,FEM,NA,NA,NA,NA,xxx,1
36666492,36680159,CHI,CHI,Y,NA,NA,NA,xxx,0
36668738,36669516,FA1,FEM,NA,NA,NA,NA,xxx,1
36672793,36673332,FA1,FEM,NA,NA,NA,NA,xxx,1
36676206,36676761,FA1,FEM,NA,NA,NA,NA,xxx,1
36679222,36683143,FA1,FEM,NA,NA,NA,NA,xxx,8
36683933,36684732,FA1,FEM,NA,NA,NA,NA,xxx,3
36685085,36685946,CHI,CHI,N,NA,NA,NA,xxx,0
36685961,36686739,FA1,FEM,NA,NA,NA,NA,xxx,1
36687464,36688413,FA1,FEM,NA,NA,NA,NA,xxx,3
36689409,36689751,CHI,CHI,N,NA,NA,NA,xxx,0
36690025,36690561,CHI,CHI,N,NA,NA,NA,xxx,0
36690907,36692103,CHI,CHI,Y,NA,NA,NA,xxx,0
36692081,36693593,FA1,FEM,NA,NA,NA,NA,xxx,4
36693739,36694402,CHI,CHI,Y,NA,NA,NA,xxx,0
36694415,36695591,FA1,FEM,NA,NA,NA,NA,xxx,3
36695344,36695974,CHI,CHI,Y,NA,NA,NA,xxx,0
36696068,36699602,CHI,CHI,Y,NA,NA,NA,xxx,0
36698525,36699673,FA1,FEM,NA,NA,NA,NA,xxx,3
