segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
6837783,6838020,CHI,CHI,N,NA,NA,NA,xxx,0
6838582,6839690,FA1,FEM,NA,NA,NA,NA,xxx,4
6841587,6841824,CHI,CHI,N,NA,NA,NA,xxx,0
6842300,6842439,CHI,CHI,N,NA,NA,NA,xxx,0
6864328,6865302,CHI,CHI,C,0,NA,NA,xxx,0
6868036,6868549,CHI,CHI,C,0,NA,NA,xxx,0
6875121,6875626,CHI,CHI,N,NA,NA,NA,xxx,0
6879320,6879442,CHI,CHI,N,NA,NA,NA,xxx,0
6881594,6882114,CHI,CHI,C,0,NA,NA,xxx,0
6885092,6885863,CHI,CHI,C,0,NA,NA,xxx,0
6891605,6892199,FA1,FEM,NA,NA,NA,NA,xxx,1
6893080,6893460,CHI,CHI,C,W,NA,NA,xxx,0
6893530,6895560,FA1,FEM,NA,NA,NA,NA,xxx,7
6896365,6896908,FA1,FEM,NA,NA,NA,NA,xxx,2
6897908,6898904,FA1,FEM,NA,NA,NA,NA,xxx,2
6914517,6914668,CHI,CHI,N,NA,NA,NA,xxx,0
6926122,6927052,CHI,CHI,C,0,NA,NA,xxx,0
6937815,6939457,FA1,FEM,NA,NA,NA,NA,xxx,5
6946885,6947324,CHI,CHI,C,0,NA,NA,xxx,0
6947877,6948276,CHI,CHI,C,0,NA,NA,xxx,0
6949239,6949652,CHI,CHI,C,0,NA,NA,xxx,0
6952505,6953295,FA1,FEM,NA,NA,NA,NA,xxx,4
6953719,6953955,CHI,CHI,N,NA,NA,NA,xxx,0
6955129,6956044,CHI,CHI,C,0,NA,NA,xxx,0
