segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
5817025,5818747,FA1,FEM,NA,NA,NA,NA,xxx,5
5818865,5819494,MA1,MAL,NA,NA,NA,NA,xxx,3
5820057,5821333,MA1,MAL,NA,NA,NA,NA,xxx,3
5821449,5823417,OCHI,OCH,NA,NA,NA,NA,xxx,5
5823992,5824235,OCHI,OCH,NA,NA,NA,NA,xxx,1
5824534,5826425,OCHI,OCH,NA,NA,NA,NA,xxx,7
5827493,5829002,MA1,MAL,NA,NA,NA,NA,xxx,4
5830219,5830903,OCHI,OCH,NA,NA,NA,NA,xxx,2
5831511,5833329,OCHI,OCH,NA,NA,NA,NA,xxx,11
5833368,5835715,MA1,MAL,NA,NA,NA,NA,xxx,6
5836171,5836354,OCHI,OCH,NA,NA,NA,NA,xxx,1
5838769,5839950,MA1,MAL,NA,NA,NA,NA,xxx,7
5841081,5841452,OCHI,OCH,NA,NA,NA,NA,xxx,1
5841752,5842629,MA1,MAL,NA,NA,NA,NA,xxx,4
5843391,5844475,OCHI,OCH,NA,NA,NA,NA,xxx,5
5845517,5846253,MA1,MAL,NA,NA,NA,NA,xxx,3
5859240,5859712,MA1,MAL,NA,NA,NA,NA,xxx,1
5861738,5863044,MA1,MAL,NA,NA,NA,NA,xxx,4
5864096,5865472,OCHI,OCH,NA,NA,NA,NA,xxx,3
5866533,5868548,MA1,MAL,NA,NA,NA,NA,xxx,3
5868681,5870088,MA1,MAL,NA,NA,NA,NA,xxx,3
5870697,5872456,OCHI,OCH,NA,NA,NA,NA,xxx,5
5872788,5873169,MA1,MAL,NA,NA,NA,NA,xxx,1
5874093,5875631,MA1,MAL,NA,NA,NA,NA,xxx,3
5876350,5876804,MA1,MAL,NA,NA,NA,NA,xxx,2
5877733,5879848,MA1,MAL,NA,NA,NA,NA,xxx,9
5880485,5882297,MA1,MAL,NA,NA,NA,NA,xxx,9
5885339,5887968,MA1,MAL,NA,NA,NA,NA,xxx,5
5894305,5896566,MA1,MAL,NA,NA,NA,NA,xxx,6
5898809,5901125,MA1,MAL,NA,NA,NA,NA,xxx,5
5903947,5904232,OCHI,OCH,NA,NA,NA,NA,xxx,1
5906641,5908232,MA1,MAL,NA,NA,NA,NA,xxx,8
5908339,5908511,MA1,MAL,NA,NA,NA,NA,xxx,1
5908600,5909026,OCHI,OCH,NA,NA,NA,NA,xxx,2
5910571,5911052,MA1,MAL,NA,NA,NA,NA,xxx,1
5915540,5916196,CHI,CHI,N,NA,NA,NA,xxx,0
5916524,5916947,MA1,MAL,NA,NA,NA,NA,xxx,3
5917018,5918149,FA1,FEM,NA,NA,NA,NA,xxx,5
5918098,5918574,OCHI,OCH,NA,NA,NA,NA,xxx,1
5918592,5919159,MA1,MAL,NA,NA,NA,NA,xxx,1
5919783,5920587,MA1,MAL,NA,NA,NA,NA,xxx,4
5920952,5922793,MA1,MAL,NA,NA,NA,NA,xxx,6
5923172,5924237,MA1,MAL,NA,NA,NA,NA,xxx,1
5925710,5926219,MA1,MAL,NA,NA,NA,NA,xxx,2
5926668,5928553,MA1,MAL,NA,NA,NA,NA,xxx,4
5929052,5932097,MA1,MAL,NA,NA,NA,NA,xxx,3
5932890,5935292,MA1,MAL,NA,NA,NA,NA,xxx,2
5936709,5937000,OCHI,OCH,NA,NA,NA,NA,xxx,1
5936874,5937000,MA1,MAL,NA,NA,NA,NA,xxx,1
