segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
18264000,18265103,FA1,FEM,NA,NA,NA,NA,xxx,4
18265046,18265432,CHI,CHI,N,NA,NA,NA,xxx,0
18267293,18268577,FA1,FEM,NA,NA,NA,NA,xxx,5
18271825,18272381,FA1,FEM,NA,NA,NA,NA,xxx,1
18311144,18311412,CHI,CHI,N,NA,NA,NA,xxx,0
18342308,18343200,FA1,FEM,NA,NA,NA,NA,xxx,3
18343871,18347031,FA1,FEM,NA,NA,NA,NA,xxx,10
18351937,18353030,FA1,FEM,NA,NA,NA,NA,xxx,3
18353221,18354221,FA1,FEM,NA,NA,NA,NA,xxx,3
18354742,18355804,FA1,FEM,NA,NA,NA,NA,xxx,4
18356427,18357221,FA1,FEM,NA,NA,NA,NA,xxx,3
18359154,18359571,FA1,FEM,NA,NA,NA,NA,xxx,2
18361659,18363134,FA1,FEM,NA,NA,NA,NA,xxx,5
18364020,18364572,FA1,FEM,NA,NA,NA,NA,xxx,2
18366772,18367649,CHI,CHI,N,NA,NA,NA,xxx,0
18367429,18368135,FA1,FEM,NA,NA,NA,NA,xxx,1
18368571,18369597,FA1,FEM,NA,NA,NA,NA,xxx,5
18370258,18370902,FA1,FEM,NA,NA,NA,NA,xxx,4
18376118,18376808,FA1,FEM,NA,NA,NA,NA,xxx,3
