segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
5831164,5832231,CHI,CHI,N,NA,NA,NA,xxx,0
5894443,5894912,FA1,FEM,NA,NA,NA,NA,xxx,1
5895793,5896407,FA1,FEM,NA,NA,NA,NA,xxx,3
5910649,5911736,FA1,FEM,NA,NA,NA,NA,xxx,3
5912149,5912974,FA1,FEM,NA,NA,NA,NA,xxx,5
5921881,5922098,FA1,FEM,NA,NA,NA,NA,xxx,1
5923891,5924123,CHI,CHI,N,NA,NA,NA,xxx,0
5924617,5925231,FA1,FEM,NA,NA,NA,NA,xxx,1
5925783,5925896,CHI,CHI,N,NA,NA,NA,xxx,0
5926692,5927145,FA1,FEM,NA,NA,NA,NA,xxx,2
5928159,5929525,FA1,FEM,NA,NA,NA,NA,xxx,6
5932649,5933613,FA1,FEM,NA,NA,NA,NA,xxx,3
5934886,5935262,CHI,CHI,N,NA,NA,NA,xxx,0
5935684,5936277,FA1,FEM,NA,NA,NA,NA,xxx,1
5936665,5937000,CHI,CHI,N,NA,NA,NA,xxx,0
