segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
2079876,2079983,CHI,CHI,N,NA,NA,NA,xxx,0
2081888,2082683,FA1,FEM,NA,NA,NA,NA,xxx,3
2084913,2085395,FA1,FEM,NA,NA,NA,NA,xxx,2
2087402,2087793,CHI,CHI,N,NA,NA,NA,xxx,0
2088133,2088243,CHI,CHI,N,NA,NA,NA,xxx,0
2088417,2088818,CHI,CHI,C,0,NA,NA,xxx,0
2089749,2090233,CHI,CHI,C,0,NA,NA,xxx,0
2090295,2091407,MA1,MAL,NA,NA,NA,NA,xxx,4
2092052,2092561,CHI,CHI,C,0,NA,NA,xxx,0
2094949,2096281,MA1,MAL,NA,NA,NA,NA,xxx,12
2096285,2098139,MA1,MAL,NA,NA,NA,NA,xxx,11
2098887,2100146,MA1,MAL,NA,NA,NA,NA,xxx,7
2102390,2103808,CHI,CHI,C,0,NA,NA,xxx,0
2104719,2105269,CHI,CHI,C,0,NA,NA,xxx,0
2109159,2109645,OCHI,OCH,NA,NA,NA,NA,xxx,1
2111124,2111701,MA1,MAL,NA,NA,NA,NA,xxx,3
2113419,2113578,CHI,CHI,N,NA,NA,NA,xxx,0
2116601,2117093,CHI,CHI,N,NA,NA,NA,xxx,0
2117772,2118174,CHI,CHI,N,NA,NA,NA,xxx,0
2118722,2119165,CHI,CHI,C,0,NA,NA,xxx,0
2119901,2120855,MA1,MAL,NA,NA,NA,NA,xxx,3
2121621,2122587,MA1,MAL,NA,NA,NA,NA,xxx,6
2122753,2124028,MA1,MAL,NA,NA,NA,NA,xxx,4
2124962,2125294,MA1,MAL,NA,NA,NA,NA,xxx,1
2127633,2128878,CHI,CHI,C,0,NA,NA,xxx,0
2128894,2129425,MA1,MAL,NA,NA,NA,NA,xxx,2
2129443,2129938,CHI,CHI,N,NA,NA,NA,xxx,0
2130924,2131802,MA1,MAL,NA,NA,NA,NA,xxx,7
2132684,2132795,CHI,CHI,N,NA,NA,NA,xxx,0
2133640,2134081,CHI,CHI,C,0,NA,NA,xxx,0
2134675,2135470,MA1,MAL,NA,NA,NA,NA,xxx,2
2141652,2141964,CHI,CHI,N,NA,NA,NA,xxx,0
2173260,2173782,CHI,CHI,N,NA,NA,NA,xxx,0
2173995,2175593,CHI,CHI,N,NA,NA,NA,xxx,0
2176172,2176595,CHI,CHI,N,NA,NA,NA,xxx,0
2176985,2179536,CHI,CHI,C,0,NA,NA,xxx,0
2179809,2180266,CHI,CHI,N,NA,NA,NA,xxx,0
2181465,2182059,MA1,MAL,NA,NA,NA,NA,xxx,2
2182860,2185680,CHI,CHI,C,0,NA,NA,xxx,0
2187335,2187814,CHI,CHI,C,0,NA,NA,xxx,0
2188314,2189453,CHI,CHI,C,0,NA,NA,xxx,0
2189623,2192000,CHI,CHI,C,0,NA,NA,xxx,0
