segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
1640768,1643495,MA1,MAL,NA,NA,NA,NA,xxx,9
1644556,1645309,MA1,MAL,NA,NA,NA,NA,xxx,3
1645922,1648371,MA1,MAL,NA,NA,NA,NA,xxx,11
1669989,1670922,CHI,CHI,N,NA,NA,NA,xxx,0
1674093,1676515,CHI,CHI,N,NA,NA,NA,xxx,0
1677149,1677468,MA1,MAL,NA,NA,NA,NA,xxx,2
1677757,1678118,MA1,MAL,NA,NA,NA,NA,xxx,1
1678149,1679582,CHI,CHI,N,NA,NA,NA,xxx,0
1680022,1680476,CHI,CHI,N,NA,NA,NA,xxx,0
1681298,1682613,CHI,CHI,N,NA,NA,NA,xxx,0
1703696,1704093,CHI,CHI,C,0,NA,NA,xxx,0
1705195,1705737,MA1,MAL,NA,NA,NA,NA,xxx,2
1706373,1707627,CHI,CHI,N,NA,NA,NA,xxx,0
1707764,1708830,MA1,MAL,NA,NA,NA,NA,xxx,7
1708967,1709398,MA1,MAL,NA,NA,NA,NA,xxx,1
1712992,1713564,MA1,MAL,NA,NA,NA,NA,xxx,3
1715505,1716705,FA1,FEM,NA,NA,NA,NA,xxx,3
1718213,1718892,FA1,FEM,NA,NA,NA,NA,xxx,3
1719907,1720420,MA1,MAL,NA,NA,NA,NA,xxx,1
1722837,1724018,MA1,MAL,NA,NA,NA,NA,xxx,5
1725054,1725722,CHI,CHI,C,0,NA,NA,xxx,0
1725958,1726309,MA1,MAL,NA,NA,NA,NA,xxx,2
1727025,1727560,OCHI,OCH,NA,NA,NA,NA,xxx,1
1727852,1728044,MA1,MAL,NA,NA,NA,NA,xxx,1
1728424,1728826,MA1,MAL,NA,NA,NA,NA,xxx,3
1730346,1730988,CHI,CHI,N,NA,NA,NA,xxx,0
1730938,1732340,MA1,MAL,NA,NA,NA,NA,xxx,5
1731542,1732133,CHI,CHI,C,0,NA,NA,xxx,0
1732599,1733296,MA1,MAL,NA,NA,NA,NA,xxx,2
1734922,1735667,CHI,CHI,C,0,NA,NA,xxx,0
1735794,1736569,MA1,MAL,NA,NA,NA,NA,xxx,4
1737914,1738542,MA1,MAL,NA,NA,NA,NA,xxx,4
1744981,1745752,MA1,MAL,NA,NA,NA,NA,xxx,4
1751919,1752564,CHI,CHI,C,0,NA,NA,xxx,0
