segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
8264293,8265809,CHI,CHI,N,NA,NA,NA,xxx,0
8266154,8267381,CHI,CHI,N,NA,NA,NA,xxx,0
8271005,8274051,CHI,CHI,C,0,NA,NA,xxx,0
8275902,8280164,CHI,CHI,N,NA,NA,NA,xxx,0
8280716,8281134,CHI,CHI,C,0,NA,NA,xxx,0
8288154,8291293,CHI,CHI,N,NA,NA,NA,xxx,0
8291376,8294494,CHI,CHI,C,0,NA,NA,xxx,0
8296350,8297025,CHI,CHI,N,NA,NA,NA,xxx,0
8301479,8302062,MA1,MAL,NA,NA,NA,NA,xxx,2
8302721,8303407,CHI,CHI,N,NA,NA,NA,xxx,0
8336793,8341468,MA1,MAL,NA,NA,NA,NA,xxx,17
8349216,8351340,CHI,CHI,C,0,NA,NA,xxx,0
8352257,8353123,MA1,MAL,NA,NA,NA,NA,xxx,4
8369370,8370246,CHI,CHI,N,NA,NA,NA,xxx,0
8370995,8372418,CHI,CHI,C,0,NA,NA,xxx,0
8372546,8374211,MA1,MAL,NA,NA,NA,NA,xxx,6
8377252,8377876,CHI,CHI,C,0,NA,NA,xxx,0
8380649,8381190,CHI,CHI,C,0,NA,NA,xxx,0
