segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
41906329,41907474,CHI,CHI,N,NA,NA,NA,xxx,0
41911994,41912866,CHI,CHI,C,0,NA,NA,xxx,0
41914623,41915571,FA1,FEM,NA,NA,NA,NA,xxx,5
41916737,41918330,FA1,FEM,NA,NA,NA,NA,xxx,4
41918463,41918907,FA1,FEM,NA,NA,NA,NA,xxx,1
41919056,41919556,CHI,CHI,N,NA,NA,NA,xxx,0
41920468,41920772,CHI,CHI,N,NA,NA,NA,xxx,0
41921933,41925263,FA1,FEM,NA,NA,NA,NA,xxx,8
41926361,41926515,CHI,CHI,N,NA,NA,NA,xxx,0
41933824,41934128,CHI,CHI,N,NA,NA,NA,xxx,0
41935417,41938000,CHI,CHI,N,NA,NA,NA,xxx,0
41937535,41938747,FA1,FEM,NA,NA,NA,NA,xxx,2
41939865,41941958,FA1,FEM,NA,NA,NA,NA,xxx,3
41942515,41943005,CHI,CHI,N,NA,NA,NA,xxx,0
41943711,41944428,FA1,FEM,NA,NA,NA,NA,xxx,1
41944778,41945010,CHI,CHI,N,NA,NA,NA,xxx,0
41947484,41947938,CHI,CHI,N,NA,NA,NA,xxx,0
41948734,41950337,CHI,CHI,N,NA,NA,NA,xxx,0
41950316,41952074,FA1,FEM,NA,NA,NA,NA,xxx,3
41958170,41959788,CHI,CHI,N,NA,NA,NA,xxx,0
41961752,41963629,CHI,CHI,N,NA,NA,NA,xxx,0
41964265,41964698,CHI,CHI,N,NA,NA,NA,xxx,0
41967778,41970314,CHI,CHI,N,NA,NA,NA,xxx,0
41973716,41974160,CHI,CHI,N,NA,NA,NA,xxx,0
41975772,41978334,CHI,CHI,N,NA,NA,NA,xxx,0
41982886,41983582,CHI,CHI,N,NA,NA,NA,xxx,0
41984262,41984561,CHI,CHI,N,NA,NA,NA,xxx,0
41985836,41986022,CHI,CHI,N,NA,NA,NA,xxx,0
41986994,41987510,CHI,CHI,N,NA,NA,NA,xxx,0
41988126,41988528,CHI,CHI,N,NA,NA,NA,xxx,0
41989299,41990974,CHI,CHI,N,NA,NA,NA,xxx,0
