segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
48970489,48970690,CHI,CHI,N,NA,NA,NA,xxx,0
49000490,49001049,CHI,CHI,N,NA,NA,NA,xxx,0
49009738,49010022,CHI,CHI,N,NA,NA,NA,xxx,0
49051322,49051970,OCHI,OCH,NA,NA,NA,NA,xxx,1
49051976,49053083,FA1,FEM,NA,NA,NA,NA,xxx,2
49053796,49054827,MA1,MAL,NA,NA,NA,NA,xxx,2
49055968,49056881,OCHI,OCH,NA,NA,NA,NA,xxx,2
49058241,49058961,MA1,MAL,NA,NA,NA,NA,xxx,2
49059923,49060643,OCHI,OCH,NA,NA,NA,NA,xxx,2
49068013,49068385,CHI,CHI,N,NA,NA,NA,xxx,0
