segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
7554355,7554840,FA1,FEM,NA,NA,NA,NA,xxx,1
7555257,7555628,CHI,CHI,N,NA,NA,NA,xxx,0
7556103,7556412,CHI,CHI,N,NA,NA,NA,xxx,0
7557989,7558190,CHI,CHI,N,NA,NA,NA,xxx,0
7558329,7559019,CHI,CHI,N,NA,NA,NA,xxx,0
7559330,7560386,CHI,CHI,N,NA,NA,NA,xxx,0
7560912,7561608,CHI,CHI,N,NA,NA,NA,xxx,0
7562046,7562433,CHI,CHI,N,NA,NA,NA,xxx,0
7562840,7563412,CHI,CHI,N,NA,NA,NA,xxx,0
7596500,7597371,CHI,CHI,N,NA,NA,NA,xxx,0
7598130,7604868,CHI,CHI,N,NA,NA,NA,xxx,0
7607879,7609702,CHI,CHI,N,NA,NA,NA,xxx,0
7610097,7610825,CHI,CHI,C,0,NA,NA,xxx,0
