segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
39799108,39800892,CHI,CHI,N,NA,NA,NA,xxx,0
39808263,39808706,OCHI,OCH,NA,NA,NA,NA,xxx,1
39812531,39813062,CHI,CHI,N,NA,NA,NA,xxx,0
39839948,39840814,CHI,CHI,N,NA,NA,NA,xxx,0
39840783,39841309,MA1,MAL,NA,NA,NA,NA,xxx,1
39842304,39844979,CHI,CHI,N,NA,NA,NA,xxx,0
39844963,39846082,MA1,MAL,NA,NA,NA,NA,xxx,4
39845912,39848489,CHI,CHI,Y,NA,NA,NA,xxx,0
39848965,39849223,MA1,MAL,NA,NA,NA,NA,xxx,1
39854525,39855005,CHI,CHI,N,NA,NA,NA,xxx,0
39856329,39856901,CHI,CHI,N,NA,NA,NA,xxx,0
39857463,39858339,MA1,MAL,NA,NA,NA,NA,xxx,3
39857737,39859195,CHI,CHI,N,NA,NA,NA,xxx,0
39859226,39861324,CHI,CHI,Y,NA,NA,NA,xxx,0
39862376,39863711,CHI,CHI,Y,NA,NA,NA,xxx,0
39865665,39867376,MA1,MAL,NA,NA,NA,NA,xxx,5
39866041,39869062,CHI,CHI,N,NA,NA,NA,xxx,0
39869716,39870309,CHI,CHI,N,NA,NA,NA,xxx,0
39873273,39875561,CHI,CHI,Y,NA,NA,NA,xxx,0
39875816,39876456,CHI,CHI,N,NA,NA,NA,xxx,0
39876716,39880825,CHI,CHI,Y,NA,NA,NA,xxx,0
39882376,39884030,MA1,MAL,NA,NA,NA,NA,xxx,7
39883484,39884881,CHI,CHI,N,NA,NA,NA,xxx,0
39886438,39887557,MA1,MAL,NA,NA,NA,NA,xxx,6
39887453,39889211,CHI,CHI,Y,NA,NA,NA,xxx,0
39890917,39891788,MA1,MAL,NA,NA,NA,NA,xxx,5
39891794,39893453,CHI,CHI,Y,NA,NA,NA,xxx,0
39896299,39897165,CHI,CHI,N,NA,NA,NA,xxx,0
39897786,39898000,CHI,CHI,N,NA,NA,NA,xxx,0
