segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
41905608,41906819,MA1,MAL,NA,NA,NA,NA,xxx,3
41907134,41907613,FA1,FEM,NA,NA,NA,NA,xxx,1
41909139,41911381,MA1,MAL,NA,NA,NA,NA,xxx,5
41911778,41912624,FA1,FEM,NA,NA,NA,NA,xxx,3
41922159,41923427,FA1,FEM,NA,NA,NA,NA,xxx,5
41923928,41924660,MA1,MAL,NA,NA,NA,NA,xxx,2
41929479,41930227,MA1,MAL,NA,NA,NA,NA,xxx,1
41931046,41932144,MA1,MAL,NA,NA,NA,NA,xxx,4
41933345,41935566,FA1,FEM,NA,NA,NA,NA,xxx,7
41936912,41937937,FA1,FEM,NA,NA,NA,NA,xxx,6
41938567,41939350,FA1,FEM,NA,NA,NA,NA,xxx,4
41940464,41941649,FA1,FEM,NA,NA,NA,NA,xxx,3
41943520,41945087,FA1,FEM,NA,NA,NA,NA,xxx,3
41946721,41948566,FA1,FEM,NA,NA,NA,NA,xxx,5
41951231,41953231,FA1,FEM,NA,NA,NA,NA,xxx,6
41954576,41955252,MA1,MAL,NA,NA,NA,NA,xxx,2
41955365,41957520,FA1,FEM,NA,NA,NA,NA,xxx,3
41957618,41958675,FA1,FEM,NA,NA,NA,NA,xxx,4
41958159,41959468,MA1,MAL,NA,NA,NA,NA,xxx,4
41959731,41960587,MA1,MAL,NA,NA,NA,NA,xxx,3
41960706,41961897,FA1,FEM,NA,NA,NA,NA,xxx,4
41962092,41962613,MA1,MAL,NA,NA,NA,NA,xxx,3
41962623,41963231,CHI,CHI,N,NA,NA,NA,xxx,0
41963458,41967108,FA1,FEM,NA,NA,NA,NA,xxx,13
41964396,41964669,CHI,CHI,N,NA,NA,NA,xxx,0
41967427,41968164,CHI,CHI,N,NA,NA,NA,xxx,0
41967541,41968422,FA1,FEM,NA,NA,NA,NA,xxx,6
41969391,41970174,CHI,CHI,C,0,NA,NA,xxx,0
41970006,41971300,MA1,MAL,NA,NA,NA,NA,xxx,5
41971814,41973190,FA1,FEM,NA,NA,NA,NA,xxx,4
41975031,41976057,MA1,MAL,NA,NA,NA,NA,xxx,6
41976628,41976948,FA1,FEM,NA,NA,NA,NA,xxx,1
41977021,41977484,MA1,MAL,NA,NA,NA,NA,xxx,1
41978783,41979567,FA1,FEM,NA,NA,NA,NA,xxx,4
41980489,41981798,FA1,FEM,NA,NA,NA,NA,xxx,6
41983087,41984005,FA1,FEM,NA,NA,NA,NA,xxx,6
41985020,41986500,MA1,MAL,NA,NA,NA,NA,xxx,4
41985438,41985907,FA1,FEM,NA,NA,NA,NA,xxx,3
41986546,41987196,FA1,FEM,NA,NA,NA,NA,xxx,3
41987726,41988051,MA1,MAL,NA,NA,NA,NA,xxx,1
41988763,41989933,MA1,MAL,NA,NA,NA,NA,xxx,4
42003732,42004206,FA1,FEM,NA,NA,NA,NA,xxx,3
42007366,42007464,CHI,CHI,N,NA,NA,NA,xxx,0
42008968,42010401,FA1,FEM,NA,NA,NA,NA,xxx,2
42012613,42013138,CHI,CHI,C,0,NA,NA,xxx,0
42014233,42014769,FA1,FEM,NA,NA,NA,NA,xxx,2
42015644,42016350,CHI,CHI,C,W,NA,NA,xxx,0
42017762,42018773,CHI,CHI,C,0,NA,NA,xxx,0
