segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
14868005,14869634,FA1,FEM,NA,NA,NA,NA,xxx,3
14870036,14873283,FA1,FEM,NA,NA,NA,NA,xxx,22
14873278,14874041,CHI,CHI,N,NA,NA,NA,xxx,0
14874221,14875633,FA1,FEM,NA,NA,NA,NA,xxx,3
14876850,14877252,CHI,CHI,N,NA,NA,NA,xxx,0
14877582,14879061,FA1,FEM,NA,NA,NA,NA,xxx,3
14880118,14882721,FA1,FEM,NA,NA,NA,NA,xxx,8
14882721,14883164,FA1,FEM,NA,NA,NA,NA,xxx,1
14883432,14883788,FA1,FEM,NA,NA,NA,NA,xxx,1
14884561,14887886,FA1,FEM,NA,NA,NA,NA,xxx,17
14886040,14887314,CHI,CHI,N,NA,NA,NA,xxx,0
14887937,14890613,FA1,FEM,NA,NA,NA,NA,xxx,10
14890860,14891979,FA1,FEM,NA,NA,NA,NA,xxx,3
14893752,14894216,FA1,FEM,NA,NA,NA,NA,xxx,1
14894478,14897030,FA1,FEM,NA,NA,NA,NA,xxx,11
14896278,14896561,CHI,CHI,N,NA,NA,NA,xxx,0
14897227,14898783,CHI,CHI,N,NA,NA,NA,xxx,0
14898314,14899376,FA1,FEM,NA,NA,NA,NA,xxx,4
14899798,14901268,FA1,FEM,NA,NA,NA,NA,xxx,6
14901643,14902783,CHI,CHI,N,NA,NA,NA,xxx,0
14902264,14903522,FA1,FEM,NA,NA,NA,NA,xxx,5
14904170,14905659,FA1,FEM,NA,NA,NA,NA,xxx,3
14905670,14907159,FA1,FEM,NA,NA,NA,NA,xxx,4
14906561,14908381,CHI,CHI,C,0,NA,NA,xxx,0
14908339,14909009,FA1,FEM,NA,NA,NA,NA,xxx,1
14908381,14909732,CHI,CHI,N,NA,NA,NA,xxx,0
14909829,14911777,FA1,FEM,NA,NA,NA,NA,xxx,6
14911824,14913236,FA1,FEM,NA,NA,NA,NA,xxx,6
14913901,14917061,FA1,FEM,NA,NA,NA,NA,xxx,11
14917226,14918741,FA1,FEM,NA,NA,NA,NA,xxx,3
14920257,14922360,FA1,FEM,NA,NA,NA,NA,xxx,9
14923010,14924675,FA1,FEM,NA,NA,NA,NA,xxx,5
14924953,14925139,FA1,FEM,NA,NA,NA,NA,xxx,1
14925515,14926247,CHI,CHI,N,NA,NA,NA,xxx,0
14926546,14928128,FA1,FEM,NA,NA,NA,NA,xxx,6
14928773,14929866,FA1,FEM,NA,NA,NA,NA,xxx,5
14930561,14933138,FA1,FEM,NA,NA,NA,NA,xxx,9
14934206,14935427,FA1,FEM,NA,NA,NA,NA,xxx,4
14936144,14937030,FA1,FEM,NA,NA,NA,NA,xxx,4
14938263,14939902,FA1,FEM,NA,NA,NA,NA,xxx,5
14939927,14943360,FA1,FEM,NA,NA,NA,NA,xxx,7
14940324,14940984,CHI,CHI,N,NA,NA,NA,xxx,0
14944211,14946175,FA1,FEM,NA,NA,NA,NA,xxx,8
14949118,14950195,FA1,FEM,NA,NA,NA,NA,xxx,3
14952314,14953097,FA1,FEM,NA,NA,NA,NA,xxx,1
14954886,14955757,FA1,FEM,NA,NA,NA,NA,xxx,3
14956443,14957283,FA1,FEM,NA,NA,NA,NA,xxx,7
14967010,14968753,FA1,FEM,NA,NA,NA,NA,xxx,4
14968801,14969322,CHI,CHI,N,NA,NA,NA,xxx,0
14974886,14975520,CHI,CHI,N,NA,NA,NA,xxx,0
14975321,14976089,FA1,FEM,NA,NA,NA,NA,xxx,3
14977850,14978319,FA1,FEM,NA,NA,NA,NA,xxx,1
14979557,14981026,FA1,FEM,NA,NA,NA,NA,xxx,4
14981526,14982031,FA1,FEM,NA,NA,NA,NA,xxx,1
14985020,14986706,FA1,FEM,NA,NA,NA,NA,xxx,5
14986283,14987448,CHI,CHI,N,NA,NA,NA,xxx,0
