segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
18281118,18282134,CHI,CHI,N,NA,NA,NA,xxx,0
18282144,18284015,FA1,FEM,NA,NA,NA,NA,xxx,6
18286082,18286798,CHI,CHI,N,NA,NA,NA,xxx,0
18287169,18287906,CHI,CHI,N,NA,NA,NA,xxx,0
18291123,18292031,CHI,CHI,N,NA,NA,NA,xxx,0
18292435,18293079,CHI,CHI,N,NA,NA,NA,xxx,0
18304257,18304809,CHI,CHI,N,NA,NA,NA,xxx,0
18305474,18305887,CHI,CHI,N,NA,NA,NA,xxx,0
18306919,18307419,CHI,CHI,N,NA,NA,NA,xxx,0
18312453,18313814,CHI,CHI,N,NA,NA,NA,xxx,0
18316180,18316989,CHI,CHI,N,NA,NA,NA,xxx,0
18318582,18320541,CHI,CHI,N,NA,NA,NA,xxx,0
18319635,18320584,FA1,FEM,NA,NA,NA,NA,xxx,1
18320835,18321448,CHI,CHI,N,NA,NA,NA,xxx,0
18322478,18323190,CHI,CHI,N,NA,NA,NA,xxx,0
18324155,18324736,CHI,CHI,N,NA,NA,NA,xxx,0
18325916,18326344,CHI,CHI,N,NA,NA,NA,xxx,0
18327757,18328917,CHI,CHI,N,NA,NA,NA,xxx,0
18331334,18332463,CHI,CHI,N,NA,NA,NA,xxx,0
18334479,18334814,CHI,CHI,N,NA,NA,NA,xxx,0
18335303,18336489,CHI,CHI,N,NA,NA,NA,xxx,0
18337551,18338196,CHI,CHI,N,NA,NA,NA,xxx,0
18338891,18340329,CHI,CHI,N,NA,NA,NA,xxx,0
18341356,18343077,CHI,CHI,N,NA,NA,NA,xxx,0
18344107,18345633,CHI,CHI,N,NA,NA,NA,xxx,0
18347721,18348603,CHI,CHI,N,NA,NA,NA,xxx,0
18349649,18350634,CHI,CHI,N,NA,NA,NA,xxx,0
18351623,18354397,FA1,FEM,NA,NA,NA,NA,xxx,3
18352170,18353160,CHI,CHI,N,NA,NA,NA,xxx,0
18353665,18354340,CHI,CHI,N,NA,NA,NA,xxx,0
18354505,18355484,CHI,CHI,N,NA,NA,NA,xxx,0
18355976,18357208,CHI,CHI,N,NA,NA,NA,xxx,0
18360541,18361912,FA1,FEM,NA,NA,NA,NA,xxx,2
18362309,18363123,CHI,CHI,N,NA,NA,NA,xxx,0
18363502,18364347,CHI,CHI,N,NA,NA,NA,xxx,0
18363937,18365370,FA1,FEM,NA,NA,NA,NA,xxx,1
18369066,18371314,CHI,CHI,N,NA,NA,NA,xxx,0
18371999,18372943,CHI,CHI,N,NA,NA,NA,xxx,0
18373700,18374808,FA1,FEM,NA,NA,NA,NA,xxx,3
18376314,18376922,FA1,FEM,NA,NA,NA,NA,xxx,2
18377026,18378026,CHI,CHI,N,NA,NA,NA,xxx,0
18377904,18378450,FA1,FEM,NA,NA,NA,NA,xxx,1
18383443,18384000,CHI,CHI,N,NA,NA,NA,xxx,0
