segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
1639139,1640525,FA1,FEM,NA,NA,NA,NA,xxx,3
1641113,1643036,FA1,FEM,NA,NA,NA,NA,xxx,5
1643747,1644041,CHI,CHI,N,NA,NA,NA,xxx,0
1660453,1661035,CHI,CHI,C,0,NA,NA,xxx,0
1663061,1664484,CHI,CHI,N,0,NA,NA,xxx,0
1678164,1678416,CHI,CHI,N,NA,NA,NA,xxx,0
1680422,1680582,CHI,CHI,N,NA,NA,NA,xxx,0
1685886,1686293,FA1,FEM,NA,NA,NA,NA,xxx,2
1686541,1687066,FA1,FEM,NA,NA,NA,NA,xxx,2
1687670,1687892,CHI,CHI,N,NA,NA,NA,xxx,0
1690525,1691201,FA1,FEM,NA,NA,NA,NA,xxx,4
1691262,1691803,CHI,CHI,C,W,NA,NA,xxx,0
1692458,1693422,FA1,FEM,NA,NA,NA,NA,xxx,7
1693422,1694144,CHI,CHI,C,0,NA,NA,xxx,0
1694625,1695476,FA1,FEM,NA,NA,NA,NA,xxx,3
1697396,1697989,CHI,CHI,C,0,NA,NA,xxx,0
1698266,1699240,FA1,FEM,NA,NA,NA,NA,xxx,7
1699546,1699901,CHI,CHI,N,NA,NA,NA,xxx,0
1700034,1700349,FA1,FEM,NA,NA,NA,NA,xxx,1
1700618,1701515,FA1,FEM,NA,NA,NA,NA,xxx,4
1702448,1703143,CHI,CHI,N,NA,NA,NA,xxx,0
1703663,1705003,FA1,FEM,NA,NA,NA,NA,xxx,8
1705380,1706087,FA1,FEM,NA,NA,NA,NA,xxx,2
1707459,1707737,FA1,FEM,NA,NA,NA,NA,xxx,1
1736056,1736489,FA1,FEM,NA,NA,NA,NA,xxx,1
