segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
5823296,5823685,CHI,CHI,N,NA,NA,NA,xxx,0
5837567,5838555,FA1,FEM,NA,NA,NA,NA,xxx,2
5838904,5839954,OCHI,OCH,NA,NA,NA,NA,xxx,3
5840191,5840649,FA1,FEM,NA,NA,NA,NA,xxx,1
5840663,5841978,OCHI,OCH,NA,NA,NA,NA,xxx,7
5843079,5844050,FA1,FEM,NA,NA,NA,NA,xxx,3
5844875,5846324,FA1,FEM,NA,NA,NA,NA,xxx,9
5847363,5848410,FA1,FEM,NA,NA,NA,NA,xxx,5
5848771,5849890,OCHI,OCH,NA,NA,NA,NA,xxx,4
5850021,5850267,CHI,CHI,N,NA,NA,NA,xxx,0
5879797,5880298,OCHI,OCH,NA,NA,NA,NA,xxx,2
5887907,5890611,OCHI,OCH,NA,NA,NA,NA,xxx,7
5890868,5891370,OCHI,OCH,NA,NA,NA,NA,xxx,2
5894625,5896777,FA1,FEM,NA,NA,NA,NA,xxx,8
5898730,5899589,FA1,FEM,NA,NA,NA,NA,xxx,6
5902128,5903811,OCHI,OCH,NA,NA,NA,NA,xxx,5
5905319,5906634,FA1,FEM,NA,NA,NA,NA,xxx,7
5906895,5908143,FA1,FEM,NA,NA,NA,NA,xxx,8
5909293,5910704,OCHI,OCH,NA,NA,NA,NA,xxx,7
5913981,5914401,CHI,CHI,N,NA,NA,NA,xxx,0
5914520,5915711,FA1,FEM,NA,NA,NA,NA,xxx,3
5915792,5916622,CHI,CHI,N,NA,NA,NA,xxx,0
5917004,5917856,CHI,CHI,Y,NA,NA,NA,xxx,0
5927040,5927211,FA1,FEM,NA,NA,NA,NA,xxx,1
5930282,5930525,CHI,CHI,N,NA,NA,NA,xxx,0
5930547,5931053,FA1,FEM,NA,NA,NA,NA,xxx,1
5932735,5933115,CHI,CHI,N,NA,NA,NA,xxx,0
5936085,5936500,CHI,CHI,N,NA,NA,NA,xxx,0
