segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
6839046,6839989,CHI,CHI,C,0,NA,NA,xxx,0
6840515,6840690,CHI,CHI,C,0,NA,NA,xxx,0
6841211,6841963,CHI,CHI,C,0,NA,NA,xxx,0
6843035,6843221,CHI,CHI,N,NA,NA,NA,xxx,0
6843979,6844778,CHI,CHI,N,NA,NA,NA,xxx,0
6846234,6846491,CHI,CHI,C,0,NA,NA,xxx,0
6847156,6848115,CHI,CHI,N,NA,NA,NA,xxx,0
6854731,6855798,CHI,CHI,C,0,NA,NA,xxx,0
6883752,6884861,CHI,CHI,C,0,NA,NA,xxx,0
6885592,6886231,CHI,CHI,N,NA,NA,NA,xxx,0
6886385,6886498,CHI,CHI,N,NA,NA,NA,xxx,0
6886730,6886875,CHI,CHI,N,NA,NA,NA,xxx,0
6887205,6887336,CHI,CHI,N,NA,NA,NA,xxx,0
6887771,6888367,CHI,CHI,C,0,NA,NA,xxx,0
6888743,6888897,CHI,CHI,N,NA,NA,NA,xxx,0
6889095,6889245,CHI,CHI,N,NA,NA,NA,xxx,0
6889464,6889669,CHI,CHI,N,NA,NA,NA,xxx,0
6889877,6890043,CHI,CHI,N,NA,NA,NA,xxx,0
6890313,6890469,CHI,CHI,N,NA,NA,NA,xxx,0
6890752,6890912,CHI,CHI,N,NA,NA,NA,xxx,0
6891202,6891386,CHI,CHI,N,NA,NA,NA,xxx,0
6891618,6891830,CHI,CHI,N,NA,NA,NA,xxx,0
6891942,6892673,CHI,CHI,N,NA,NA,NA,xxx,0
6893232,6893885,CHI,CHI,N,NA,NA,NA,xxx,0
6894320,6894958,CHI,CHI,N,NA,NA,NA,xxx,0
6895426,6895550,CHI,CHI,N,NA,NA,NA,xxx,0
6895934,6896159,CHI,CHI,N,NA,NA,NA,xxx,0
6896709,6897242,CHI,CHI,C,0,NA,NA,xxx,0
6897743,6897906,CHI,CHI,N,NA,NA,NA,xxx,0
6898342,6898517,CHI,CHI,N,NA,NA,NA,xxx,0
6898863,6899134,CHI,CHI,N,NA,NA,NA,xxx,0
6899693,6900325,CHI,CHI,N,NA,NA,NA,xxx,0
6901028,6901208,CHI,CHI,N,NA,NA,NA,xxx,0
6902753,6902997,CHI,CHI,C,0,NA,NA,xxx,0
6903918,6904086,CHI,CHI,N,NA,NA,NA,xxx,0
6904488,6904796,CHI,CHI,N,NA,NA,NA,xxx,0
6905127,6905496,CHI,CHI,C,0,NA,NA,xxx,0
6905691,6905926,CHI,CHI,N,NA,NA,NA,xxx,0
6906671,6906846,CHI,CHI,N,NA,NA,NA,xxx,0
6907282,6907536,CHI,CHI,N,NA,NA,NA,xxx,0
6908089,6908492,CHI,CHI,N,NA,NA,NA,xxx,0
6909211,6910015,CHI,CHI,C,0,NA,NA,xxx,0
6930312,6931384,CHI,CHI,C,0,NA,NA,xxx,0
6931835,6932823,CHI,CHI,C,0,NA,NA,xxx,0
6933355,6934415,CHI,CHI,C,0,NA,NA,xxx,0
6935160,6936270,CHI,CHI,C,0,NA,NA,xxx,0
6937198,6937685,CHI,CHI,C,0,NA,NA,xxx,0
6939391,6940425,CHI,CHI,C,0,NA,NA,xxx,0
6941113,6942082,CHI,CHI,C,0,NA,NA,xxx,0
6945036,6945986,CHI,CHI,C,0,NA,NA,xxx,0
6946442,6946940,CHI,CHI,C,0,NA,NA,xxx,0
6946892,6950104,FA1,FEM,NA,NA,NA,NA,xxx,3
6950339,6952179,CHI,CHI,C,0,NA,NA,xxx,0
6951056,6953278,FA1,FEM,NA,NA,NA,NA,xxx,5
6953235,6954306,CHI,CHI,L,NA,NA,NA,xxx,0
6954778,6956646,FA1,FEM,NA,NA,NA,NA,xxx,7
