segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
28612871,28614340,FA1,FEM,NA,NA,NA,NA,xxx,3
28614345,28614824,OCHI,OCH,NA,NA,NA,NA,xxx,2
28615134,28615412,FA1,FEM,NA,NA,NA,NA,xxx,1
28615442,28616551,MA1,MAL,NA,NA,NA,NA,xxx,2
28616587,28618345,FA1,FEM,NA,NA,NA,NA,xxx,5
28619133,28619582,FA1,FEM,NA,NA,NA,NA,xxx,1
28620082,28620608,FA1,FEM,NA,NA,NA,NA,xxx,2
28620732,28621675,CHI,CHI,C,0,NA,NA,xxx,0
28621886,28623303,FA1,FEM,NA,NA,NA,NA,xxx,2
28622139,28622953,OCHI,OCH,NA,NA,NA,NA,xxx,1
28623840,28625258,FA1,FEM,NA,NA,NA,NA,xxx,3
28624747,28625124,OCHI,OCH,NA,NA,NA,NA,xxx,1
28625592,28626690,MA1,MAL,NA,NA,NA,NA,xxx,2
28626942,28627896,OCHI,OCH,NA,NA,NA,NA,xxx,1
28628371,28631237,MA1,MAL,NA,NA,NA,NA,xxx,4
28631587,28632727,OCHI,OCH,NA,NA,NA,NA,xxx,2
28632732,28633747,MA1,MAL,NA,NA,NA,NA,xxx,2
28634035,28635546,MA1,MAL,NA,NA,NA,NA,xxx,3
28635856,28636892,FA1,FEM,NA,NA,NA,NA,xxx,2
28636876,28638056,MA1,MAL,NA,NA,NA,NA,xxx,3
28638061,28638876,FA1,FEM,NA,NA,NA,NA,xxx,2
28638881,28641056,FA1,FEM,NA,NA,NA,NA,xxx,5
28641056,28641360,FA1,FEM,NA,NA,NA,NA,xxx,2
28642076,28642937,FA1,FEM,NA,NA,NA,NA,xxx,2
28643277,28644020,MA1,MAL,NA,NA,NA,NA,xxx,2
28644217,28646619,FA1,FEM,NA,NA,NA,NA,xxx,4
28646638,28647280,FA1,FEM,NA,NA,NA,NA,xxx,2
28647277,28648284,MA1,MAL,NA,NA,NA,NA,xxx,2
28647983,28648536,FA1,FEM,NA,NA,NA,NA,xxx,1
28648963,28650908,FA1,FEM,NA,NA,NA,NA,xxx,3
28656228,28656708,FA1,FEM,NA,NA,NA,NA,xxx,2
28659287,28659915,FA1,FEM,NA,NA,NA,NA,xxx,2
28660170,28660332,FA1,FEM,NA,NA,NA,NA,xxx,1
28661309,28661774,FA1,FEM,NA,NA,NA,NA,xxx,1
28662166,28665303,FA1,FEM,NA,NA,NA,NA,xxx,5
28669564,28670973,FA1,FEM,NA,NA,NA,NA,xxx,3
