segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
39781993,39782261,CHI,CHI,N,NA,NA,NA,xxx,0
39784215,39784341,CHI,CHI,N,NA,NA,NA,xxx,0
39785035,39785245,CHI,CHI,N,NA,NA,NA,xxx,0
39786075,39786992,CHI,CHI,N,NA,NA,NA,xxx,0
39787474,39788297,CHI,CHI,N,NA,NA,NA,xxx,0
39788875,39789069,CHI,CHI,N,NA,NA,NA,xxx,0
39789486,39789919,CHI,CHI,N,NA,NA,NA,xxx,0
39795053,39796104,CHI,CHI,N,NA,NA,NA,xxx,0
39796646,39796903,CHI,CHI,N,NA,NA,NA,xxx,0
39801677,39801809,CHI,CHI,N,NA,NA,NA,xxx,0
39806959,39807395,CHI,CHI,N,NA,NA,NA,xxx,0
39813499,39813731,CHI,CHI,N,NA,NA,NA,xxx,0
39819433,39820294,CHI,CHI,C,0,NA,NA,xxx,0
39825628,39826449,CHI,CHI,N,NA,NA,NA,xxx,0
39830833,39831037,CHI,CHI,N,NA,NA,NA,xxx,0
39831567,39831822,CHI,CHI,N,NA,NA,NA,xxx,0
39833037,39833333,CHI,CHI,C,0,NA,NA,xxx,0
39833763,39834085,CHI,CHI,N,NA,NA,NA,xxx,0
39839428,39841305,CHI,CHI,N,NA,NA,NA,xxx,0
39844148,39844917,CHI,CHI,N,NA,NA,NA,xxx,0
39845631,39845918,CHI,CHI,N,NA,NA,NA,xxx,0
39846089,39846470,OCHI,OCH,NA,NA,NA,NA,xxx,3
39849478,39850257,CHI,CHI,N,NA,NA,NA,xxx,0
39852594,39853309,CHI,CHI,N,NA,NA,NA,xxx,0
39853954,39854108,CHI,CHI,N,NA,NA,NA,xxx,0
39855003,39855633,CHI,CHI,N,NA,NA,NA,xxx,0
39855950,39856337,CHI,CHI,N,NA,NA,NA,xxx,0
39859444,39859719,CHI,CHI,N,NA,NA,NA,xxx,0
39860057,39861053,CHI,CHI,N,NA,NA,NA,xxx,0
39865468,39866885,CHI,CHI,N,NA,NA,NA,xxx,0
39870625,39872350,CHI,CHI,N,NA,NA,NA,xxx,0
39877850,39878018,CHI,CHI,N,NA,NA,NA,xxx,0
39878410,39880188,CHI,CHI,N,NA,NA,NA,xxx,0
