segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
6837010,6837592,CHI,CHI,C,W,NA,NA,xxx,0
6837943,6838298,CHI,CHI,N,0,NA,NA,xxx,0
6869154,6869464,CHI,CHI,C,0,NA,NA,xxx,0
6870729,6871384,CHI,CHI,C,0,NA,NA,xxx,0
6884139,6884330,CHI,CHI,N,0,NA,NA,xxx,0
6888309,6889072,CHI,CHI,C,0,NA,NA,xxx,0
6889981,6890641,CHI,CHI,C,0,NA,NA,xxx,0
6891030,6891437,CHI,CHI,C,0,NA,NA,xxx,0
6891802,6892282,CHI,CHI,C,0,NA,NA,xxx,0
6892586,6893163,CHI,CHI,C,0,NA,NA,xxx,0
6897809,6898938,MA1,MAL,NA,NA,NA,NA,xxx,5
6898963,6899685,FA1,FEM,NA,NA,NA,NA,xxx,3
6899948,6901505,CHI,CHI,N,0,NA,NA,xxx,0
6902120,6902527,CHI,CHI,C,0,NA,NA,xxx,0
6903057,6903810,CHI,CHI,N,0,NA,NA,xxx,0
6907577,6910298,CHI,CHI,C,0,NA,NA,xxx,0
6911525,6912205,CHI,CHI,N,0,NA,NA,xxx,0
6914788,6915484,CHI,CHI,N,0,NA,NA,xxx,0
6915906,6916138,CHI,CHI,N,0,NA,NA,xxx,0
6946442,6948679,CHI,CHI,N,0,NA,NA,xxx,0
6955159,6956556,MA1,MAL,NA,NA,NA,NA,xxx,1
