segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
36586097,36587025,CHI,CHI,C,0,NA,NA,xxx,0
36587257,36587535,CHI,CHI,N,NA,NA,NA,xxx,0
36587787,36589055,FA1,FEM,NA,NA,NA,NA,xxx,2
36587795,36588146,CHI,CHI,N,NA,NA,NA,xxx,0
36593272,36594040,FA1,FEM,NA,NA,NA,NA,xxx,6
36596551,36596850,FA1,FEM,NA,NA,NA,NA,xxx,1
36599557,36600062,CHI,CHI,C,0,NA,NA,xxx,0
36601360,36601544,CHI,CHI,N,NA,NA,NA,xxx,0
36656226,36656503,CHI,CHI,N,NA,NA,NA,xxx,0
36656893,36657387,CHI,CHI,C,NA,NA,NA,xxx,0
36657539,36657723,CHI,CHI,N,NA,NA,NA,xxx,0
36664024,36664591,MA1,MAL,NA,NA,NA,NA,xxx,4
36683728,36684649,MA1,MAL,NA,NA,NA,NA,xxx,2
