segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
16291561,16293608,OCHI,OCH,NA,NA,NA,NA,xxx,6
16294448,16295871,OCHI,OCH,NA,NA,NA,NA,xxx,3
16296443,16301818,OCHI,OCH,NA,NA,NA,NA,xxx,10
16303545,16306272,CHI,CHI,C,0,NA,NA,xxx,0
16306561,16307292,CHI,CHI,C,0,NA,NA,xxx,0
16307623,16307951,CHI,CHI,C,0,NA,NA,xxx,0
16308706,16309283,OCHI,OCH,NA,NA,NA,NA,xxx,3
16309430,16310549,FA1,FEM,NA,NA,NA,NA,xxx,4
16311557,16313055,OCHI,OCH,NA,NA,NA,NA,xxx,8
16312746,16313272,CHI,CHI,N,NA,NA,NA,xxx,0
16313161,16314623,OCHI,OCH,NA,NA,NA,NA,xxx,5
16316857,16317984,OCHI,OCH,NA,NA,NA,NA,xxx,3
16318676,16319016,CHI,CHI,N,NA,NA,NA,xxx,0
16319145,16321600,OCHI,OCH,NA,NA,NA,NA,xxx,9
16319712,16320221,CHI,CHI,C,0,NA,NA,xxx,0
16320675,16321070,CHI,CHI,C,0,NA,NA,xxx,0
16321865,16322343,CHI,CHI,C,0,NA,NA,xxx,0
16326193,16326490,CHI,CHI,C,0,NA,NA,xxx,0
16328616,16329932,OCHI,OCH,NA,NA,NA,NA,xxx,4
16331379,16333356,OCHI,OCH,NA,NA,NA,NA,xxx,6
16333386,16333659,CHI,CHI,N,NA,NA,NA,xxx,0
16334087,16337120,OCHI,OCH,NA,NA,NA,NA,xxx,10
16334090,16334840,CHI,CHI,N,NA,NA,NA,xxx,0
16336221,16336629,CHI,CHI,N,NA,NA,NA,xxx,0
16341208,16342667,CHI,CHI,N,NA,NA,NA,xxx,0
16342764,16343810,CHI,CHI,N,NA,NA,NA,xxx,0
16343513,16347569,OCHI,OCH,NA,NA,NA,NA,xxx,3
16344086,16346095,CHI,CHI,C,0,NA,NA,xxx,0
16347569,16348120,CHI,CHI,N,NA,NA,NA,xxx,0
16348027,16349652,FA1,FEM,NA,NA,NA,NA,xxx,4
16348652,16349060,CHI,CHI,N,NA,NA,NA,xxx,0
16349706,16350113,CHI,CHI,N,NA,NA,NA,xxx,0
16351189,16351509,CHI,CHI,C,0,NA,NA,xxx,0
16351884,16352315,CHI,CHI,N,NA,NA,NA,xxx,0
16352305,16353639,FA1,FEM,NA,NA,NA,NA,xxx,4
16355037,16356759,FA1,FEM,NA,NA,NA,NA,xxx,6
16358694,16359199,FA1,FEM,NA,NA,NA,NA,xxx,1
16360495,16364778,FA1,FEM,NA,NA,NA,NA,xxx,11
16363963,16364449,CHI,CHI,N,NA,NA,NA,xxx,0
16366361,16366865,CHI,CHI,C,0,NA,NA,xxx,0
16367136,16369082,CHI,CHI,C,0,NA,NA,xxx,0
16369737,16370479,CHI,CHI,C,0,NA,NA,xxx,0
16370783,16371185,OCHI,OCH,NA,NA,NA,NA,xxx,3
16372060,16374476,OCHI,OCH,NA,NA,NA,NA,xxx,6
16375496,16375797,OCHI,OCH,NA,NA,NA,NA,xxx,1
16376822,16377161,CHI,CHI,N,NA,NA,NA,xxx,0
16377792,16378748,OCHI,OCH,NA,NA,NA,NA,xxx,2
16382296,16384715,OCHI,OCH,NA,NA,NA,NA,xxx,10
16384301,16384594,CHI,CHI,N,NA,NA,NA,xxx,0
16385896,16386353,CHI,CHI,C,0,NA,NA,xxx,0
16386482,16388320,OCHI,OCH,NA,NA,NA,NA,xxx,5
16391567,16391983,CHI,CHI,C,0,NA,NA,xxx,0
16393753,16395002,FA1,FEM,NA,NA,NA,NA,xxx,2
16395744,16396394,OCHI,OCH,NA,NA,NA,NA,xxx,1
16399921,16403178,OCHI,OCH,NA,NA,NA,NA,xxx,9
16405535,16409000,OCHI,OCH,NA,NA,NA,NA,xxx,9
