segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
16289619,16289795,CHI,CHI,N,NA,NA,NA,xxx,0
16293050,16293431,CHI,CHI,N,NA,NA,NA,xxx,0
16294370,16294666,CHI,CHI,N,NA,NA,NA,xxx,0
16309995,16310166,CHI,CHI,N,NA,NA,NA,xxx,0
16310598,16311376,CHI,CHI,C,0,NA,NA,xxx,0
16314347,16314755,CHI,CHI,N,NA,NA,NA,xxx,0
16366351,16366617,CHI,CHI,N,NA,NA,NA,xxx,0
16368521,16369873,CHI,CHI,N,NA,NA,NA,xxx,0
16371239,16371843,FA1,FEM,NA,NA,NA,NA,xxx,1
16375048,16375399,FA1,FEM,NA,NA,NA,NA,xxx,1
16376606,16377397,FA1,FEM,NA,NA,NA,NA,xxx,2
16383808,16386742,CHI,CHI,N,NA,NA,NA,xxx,0
16391553,16391679,CHI,CHI,N,NA,NA,NA,xxx,0
16393348,16393498,CHI,CHI,C,0,NA,NA,xxx,0
16397403,16397723,CHI,CHI,N,NA,NA,NA,xxx,0
16399008,16400859,CHI,CHI,C,0,NA,NA,xxx,0
16402124,16402267,FA1,FEM,NA,NA,NA,NA,xxx,1
