segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
16584448,16586351,FA1,FEM,NA,NA,NA,NA,xxx,3
16590293,16592205,FA1,FEM,NA,NA,NA,NA,xxx,3
16592319,16593535,FA1,FEM,NA,NA,NA,NA,xxx,2
16595499,16596963,FA1,FEM,NA,NA,NA,NA,xxx,3
16598943,16599758,FA1,FEM,NA,NA,NA,NA,xxx,1
16601484,16603102,FA1,FEM,NA,NA,NA,NA,xxx,2
16604412,16605360,FA1,FEM,NA,NA,NA,NA,xxx,2
16606015,16606618,FA1,FEM,NA,NA,NA,NA,xxx,1
16626665,16627948,FA1,FEM,NA,NA,NA,NA,xxx,2
16628701,16632159,FA1,FEM,NA,NA,NA,NA,xxx,9
16648360,16649902,FA1,FEM,NA,NA,NA,NA,xxx,8
16650298,16650855,FA1,FEM,NA,NA,NA,NA,xxx,3
16654979,16655881,FA1,FEM,NA,NA,NA,NA,xxx,2
16658165,16659345,FA1,FEM,NA,NA,NA,NA,xxx,3
16660675,16660840,CHI,CHI,N,NA,NA,NA,xxx,0
16662149,16662778,FA1,FEM,NA,NA,NA,NA,xxx,2
16663829,16664221,FA1,FEM,NA,NA,NA,NA,xxx,2
16665211,16665855,FA1,FEM,NA,NA,NA,NA,xxx,5
16668093,16668474,CHI,CHI,N,NA,NA,NA,xxx,0
16683994,16685757,FA1,FEM,NA,NA,NA,NA,xxx,5
16686669,16687000,FA1,FEM,NA,NA,NA,NA,xxx,1
