segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
45309175,45309896,FA1,FEM,NA,NA,NA,NA,xxx,1
45310757,45311298,FA1,FEM,NA,NA,NA,NA,xxx,1
45312185,45313412,FA1,FEM,NA,NA,NA,NA,xxx,4
45323212,45324305,CHI,CHI,C,0,NA,NA,xxx,0
45324659,45324757,CHI,CHI,N,NA,NA,NA,xxx,0
45325091,45325213,CHI,CHI,N,NA,NA,NA,xxx,0
45325380,45326129,CHI,CHI,C,0,NA,NA,xxx,0
45327188,45328076,CHI,CHI,C,0,NA,NA,xxx,0
45328246,45329639,CHI,CHI,N,NA,NA,NA,xxx,0
45330372,45331326,CHI,CHI,N,NA,NA,NA,xxx,0
45331677,45332560,CHI,CHI,N,NA,NA,NA,xxx,0
45332632,45334546,CHI,CHI,C,0,NA,NA,xxx,0
45337687,45338697,CHI,CHI,N,NA,NA,NA,xxx,0
45339470,45340446,CHI,CHI,N,NA,NA,NA,xxx,0
45341167,45342086,FA1,FEM,NA,NA,NA,NA,xxx,4
45343209,45343768,CHI,CHI,N,NA,NA,NA,xxx,0
45343833,45344818,FA1,FEM,NA,NA,NA,NA,xxx,1
45345276,45345918,CHI,CHI,N,NA,NA,NA,xxx,0
45346593,45347221,FA1,FEM,NA,NA,NA,NA,xxx,1
45350398,45351840,FA1,FEM,NA,NA,NA,NA,xxx,1
45352246,45354122,FA1,FEM,NA,NA,NA,NA,xxx,4
45354123,45354689,CHI,CHI,C,0,NA,NA,xxx,0
45355153,45355587,FA1,FEM,NA,NA,NA,NA,xxx,1
45355752,45356269,CHI,CHI,C,0,NA,NA,xxx,0
45356364,45356873,FA1,FEM,NA,NA,NA,NA,xxx,2
45356940,45357532,CHI,CHI,C,0,NA,NA,xxx,0
45357749,45358382,FA1,FEM,NA,NA,NA,NA,xxx,2
45358460,45360024,CHI,CHI,N,NA,NA,NA,xxx,0
45360126,45362802,FA1,FEM,NA,NA,NA,NA,xxx,5
45364616,45365217,FA1,FEM,NA,NA,NA,NA,xxx,1
45365007,45366302,CHI,CHI,C,0,NA,NA,xxx,0
45367205,45368747,FA1,FEM,NA,NA,NA,NA,xxx,8
45368216,45369581,CHI,CHI,C,0,NA,NA,xxx,0
45370000,45370694,CHI,CHI,C,0,NA,NA,xxx,0
45371826,45373959,FA1,FEM,NA,NA,NA,NA,xxx,8
45373692,45374830,CHI,CHI,C,0,NA,NA,xxx,0
45375901,45377355,CHI,CHI,C,0,NA,NA,xxx,0
45379574,45381819,FA1,FEM,NA,NA,NA,NA,xxx,9
45381942,45383286,FA1,FEM,NA,NA,NA,NA,xxx,2
45384854,45385128,CHI,CHI,N,NA,NA,NA,xxx,0
45386438,45387737,CHI,CHI,N,NA,NA,NA,xxx,0
45388391,45389888,CHI,CHI,N,NA,NA,NA,xxx,0
45390023,45390924,FA1,FEM,NA,NA,NA,NA,xxx,1
45390818,45391699,CHI,CHI,N,NA,NA,NA,xxx,0
45393130,45394166,FA1,FEM,NA,NA,NA,NA,xxx,1
45394847,45395947,CHI,CHI,C,0,NA,NA,xxx,0
45403328,45403851,CHI,CHI,N,NA,NA,NA,xxx,0
45404133,45404713,FA1,FEM,NA,NA,NA,NA,xxx,2
45404730,45406009,CHI,CHI,N,NA,NA,NA,xxx,0
45405645,45406268,FA1,FEM,NA,NA,NA,NA,xxx,2
45406581,45408641,FA1,FEM,NA,NA,NA,NA,xxx,9
45408492,45409062,CHI,CHI,C,0,NA,NA,xxx,0
45409405,45410642,CHI,CHI,C,0,NA,NA,xxx,0
45410498,45411482,FA1,FEM,NA,NA,NA,NA,xxx,3
45411259,45411897,CHI,CHI,N,NA,NA,NA,xxx,0
45412140,45412999,CHI,CHI,N,NA,NA,NA,xxx,0
45415797,45416300,FA1,FEM,NA,NA,NA,NA,xxx,1
45416312,45417556,CHI,CHI,N,NA,NA,NA,xxx,0
45417548,45419169,FA1,FEM,NA,NA,NA,NA,xxx,2
45420104,45420572,FA1,FEM,NA,NA,NA,NA,xxx,1
45421713,45423076,CHI,CHI,N,NA,NA,NA,xxx,0
45423142,45423667,FA1,FEM,NA,NA,NA,NA,xxx,1
45425622,45426124,CHI,CHI,N,NA,NA,NA,xxx,0
45425979,45426478,FA1,FEM,NA,NA,NA,NA,xxx,1
45427064,45428000,CHI,CHI,N,NA,NA,NA,xxx,0
