segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
2205876,2206463,CHI,CHI,C,0,NA,NA,xxx,0
2209762,2210463,CHI,CHI,C,0,NA,NA,xxx,0
2216025,2216757,FA1,FEM,NA,NA,NA,NA,xxx,2
2226670,2227057,CHI,CHI,N,NA,NA,NA,xxx,0
2229004,2230870,CHI,CHI,N,NA,NA,NA,xxx,0
2232087,2233531,OCHI,OCH,NA,NA,NA,NA,xxx,3
2236468,2237149,OCHI,OCH,NA,NA,NA,NA,xxx,3
2239036,2241247,OCHI,OCH,NA,NA,NA,NA,xxx,7
2241370,2242669,OCHI,OCH,NA,NA,NA,NA,xxx,2
2248685,2251191,OCHI,OCH,NA,NA,NA,NA,xxx,4
2251716,2253665,FA1,FEM,NA,NA,NA,NA,xxx,10
2254494,2255448,OCHI,OCH,NA,NA,NA,NA,xxx,2
2257422,2260072,FA1,FEM,NA,NA,NA,NA,xxx,3
2260283,2260860,OCHI,OCH,NA,NA,NA,NA,xxx,1
2262391,2263020,OCHI,OCH,NA,NA,NA,NA,xxx,1
2269283,2270907,OCHI,OCH,NA,NA,NA,NA,xxx,4
2272257,2273283,FA1,FEM,NA,NA,NA,NA,xxx,7
2274891,2275747,FA1,FEM,NA,NA,NA,NA,xxx,1
2276119,2276649,OCHI,OCH,NA,NA,NA,NA,xxx,1
2277613,2278036,OCHI,OCH,NA,NA,NA,NA,xxx,1
2278237,2278345,CHI,CHI,N,NA,NA,NA,xxx,0
2279072,2280118,FA1,FEM,NA,NA,NA,NA,xxx,3
2280577,2281634,FA1,FEM,NA,NA,NA,NA,xxx,2
2281911,2282025,CHI,CHI,N,NA,NA,NA,xxx,0
2282331,2282599,FA1,FEM,NA,NA,NA,NA,xxx,1
2282742,2282938,FA1,FEM,NA,NA,NA,NA,xxx,2
2282948,2283169,CHI,CHI,N,NA,NA,NA,xxx,0
2291959,2292464,CHI,CHI,N,NA,NA,NA,xxx,0
2293644,2296742,OCHI,OCH,NA,NA,NA,NA,xxx,4
2297799,2298190,CHI,CHI,N,NA,NA,NA,xxx,0
2298189,2299081,OCHI,OCH,NA,NA,NA,NA,xxx,2
2299064,2299517,CHI,CHI,N,NA,NA,NA,xxx,0
2299922,2300247,CHI,CHI,N,NA,NA,NA,xxx,0
2300715,2300844,CHI,CHI,N,NA,NA,NA,xxx,0
2301297,2301441,CHI,CHI,N,NA,NA,NA,xxx,0
2304989,2305154,CHI,CHI,N,NA,NA,NA,xxx,0
2305656,2306063,CHI,CHI,C,0,NA,NA,xxx,0
2306666,2306990,FA1,FEM,NA,NA,NA,NA,xxx,1
2311474,2314865,CHI,CHI,N,NA,NA,NA,xxx,0
2321071,2321695,CHI,CHI,C,0,NA,NA,xxx,0
