segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
7296000,7299731,CHI,CHI,N,NA,NA,NA,xxx,0
7301592,7303654,CHI,CHI,N,NA,NA,NA,xxx,0
7328123,7330633,CHI,CHI,C,0,NA,NA,xxx,0
7331159,7331773,CHI,CHI,C,0,NA,NA,xxx,0
7332853,7333575,CHI,CHI,C,0,NA,NA,xxx,0
7334273,7334809,CHI,CHI,C,0,NA,NA,xxx,0
7335835,7337773,CHI,CHI,C,0,NA,NA,xxx,0
7338299,7339160,CHI,CHI,C,0,NA,NA,xxx,0
7340229,7340992,CHI,CHI,C,0,NA,NA,xxx,0
7341755,7342647,CHI,CHI,C,0,NA,NA,xxx,0
7343449,7344274,CHI,CHI,C,0,NA,NA,xxx,0
7344810,7345526,CHI,CHI,N,NA,NA,NA,xxx,0
7375330,7376696,FA1,FEM,NA,NA,NA,NA,xxx,4
7378422,7381417,CHI,CHI,N,NA,NA,NA,xxx,0
7382556,7384143,CHI,CHI,N,NA,NA,NA,xxx,0
7386561,7388123,CHI,CHI,N,NA,NA,NA,xxx,0
7398484,7399824,CHI,CHI,C,0,NA,NA,xxx,0
7402958,7405669,CHI,CHI,N,NA,NA,NA,xxx,0
7409716,7411350,CHI,CHI,N,NA,NA,NA,xxx,0
