segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
5817000,5819788,CHI,CHI,N,NA,NA,NA,xxx,0
5825333,5826954,CHI,CHI,N,NA,NA,NA,xxx,0
5827313,5827791,CHI,CHI,N,NA,NA,NA,xxx,0
5830517,5831958,CHI,CHI,N,NA,NA,NA,xxx,0
5833678,5834161,CHI,CHI,N,NA,NA,NA,xxx,0
5834628,5835010,CHI,CHI,N,NA,NA,NA,xxx,0
5846861,5849896,CHI,CHI,Y,NA,NA,NA,xxx,0
5859166,5860788,CHI,CHI,Y,NA,NA,NA,xxx,0
5880034,5881155,MA1,MAL,NA,NA,NA,NA,xxx,4
5881125,5881270,CHI,CHI,N,NA,NA,NA,xxx,0
5881557,5883529,MA1,MAL,NA,NA,NA,NA,xxx,8
5884055,5884681,MA1,MAL,NA,NA,NA,NA,xxx,2
5884744,5885062,CHI,CHI,N,NA,NA,NA,xxx,0
5885356,5889318,MA1,MAL,NA,NA,NA,NA,xxx,15
5893152,5897737,MA1,MAL,NA,NA,NA,NA,xxx,11
5901792,5902612,MA1,MAL,NA,NA,NA,NA,xxx,6
5903187,5903789,CHI,CHI,N,NA,NA,NA,xxx,0
5903553,5904397,MA1,MAL,NA,NA,NA,NA,xxx,4
5907238,5908169,MA1,MAL,NA,NA,NA,NA,xxx,2
5921380,5921785,MA1,MAL,NA,NA,NA,NA,xxx,1
5935179,5937000,MA1,MAL,NA,NA,NA,NA,xxx,3
