segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
16290768,16292458,CHI,CHI,N,0,NA,NA,xxx,0
16292536,16293824,OCHI,OCH,NA,NA,NA,NA,xxx,1
16293813,16295076,MA1,MAL,NA,NA,NA,NA,xxx,1
16295437,16296886,FA1,FEM,NA,NA,NA,NA,xxx,2
16298031,16299541,FA1,FEM,NA,NA,NA,NA,xxx,6
16300943,16305191,OCHI,OCH,NA,NA,NA,NA,xxx,14
16305195,16305804,FA1,FEM,NA,NA,NA,NA,xxx,2
16308401,16309082,FA1,FEM,NA,NA,NA,NA,xxx,1
16309834,16314628,FA1,FEM,NA,NA,NA,NA,xxx,16
16316025,16316453,FA1,FEM,NA,NA,NA,NA,xxx,1
16316561,16320613,FA1,FEM,NA,NA,NA,NA,xxx,10
16320927,16321901,FA1,FEM,NA,NA,NA,NA,xxx,4
16322927,16323376,FA1,FEM,NA,NA,NA,NA,xxx,1
16323397,16324258,CHI,CHI,N,0,NA,NA,xxx,0
16324278,16324891,FA1,FEM,NA,NA,NA,NA,xxx,1
16325633,16328432,FA1,FEM,NA,NA,NA,NA,xxx,9
16328593,16336912,FA1,FEM,NA,NA,NA,NA,xxx,21
16337427,16341783,FA1,FEM,NA,NA,NA,NA,xxx,23
16342249,16342750,FA1,FEM,NA,NA,NA,NA,xxx,3
16342865,16344235,FA1,FEM,NA,NA,NA,NA,xxx,6
16344846,16345715,FA1,FEM,NA,NA,NA,NA,xxx,3
16345937,16351582,FA1,FEM,NA,NA,NA,NA,xxx,30
16351896,16353170,FA1,FEM,NA,NA,NA,NA,xxx,4
16353185,16353603,CHI,CHI,N,0,NA,NA,xxx,0
16353664,16355123,FA1,FEM,NA,NA,NA,NA,xxx,6
16358392,16358943,CHI,CHI,N,0,NA,NA,xxx,0
16360185,16362143,FA1,FEM,NA,NA,NA,NA,xxx,8
16362504,16363507,FA1,FEM,NA,NA,NA,NA,xxx,4
16364572,16364879,CHI,CHI,N,0,NA,NA,xxx,0
16364901,16366588,FA1,FEM,NA,NA,NA,NA,xxx,8
16367937,16369334,FA1,FEM,NA,NA,NA,NA,xxx,8
16371580,16372013,FA1,FEM,NA,NA,NA,NA,xxx,1
16372385,16372862,FA1,FEM,NA,NA,NA,NA,xxx,2
16372876,16373580,OCHI,OCH,NA,NA,NA,NA,xxx,2
16373849,16375147,FA1,FEM,NA,NA,NA,NA,xxx,4
16379251,16379679,FA1,FEM,NA,NA,NA,NA,xxx,1
16381471,16382238,FA1,FEM,NA,NA,NA,NA,xxx,2
16384068,16385449,CHI,CHI,C,0,NA,NA,xxx,0
16402578,16403301,CHI,CHI,N,0,NA,NA,xxx,0
16405337,16406296,CHI,CHI,C,0,NA,NA,xxx,0
