segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
41905324,41905865,MA1,MAL,NA,NA,NA,NA,xxx,2
41905701,41907969,FA1,FEM,NA,NA,NA,NA,xxx,5
41908077,41910443,MA1,MAL,NA,NA,NA,NA,xxx,6
41910520,41913046,MA1,MAL,NA,NA,NA,NA,xxx,3
41918479,41920613,FA1,FEM,NA,NA,NA,NA,xxx,3
41922195,41923901,OCHI,OCH,NA,NA,NA,NA,xxx,5
41922824,41923947,MA1,MAL,NA,NA,NA,NA,xxx,1
41924345,41925984,FA1,FEM,NA,NA,NA,NA,xxx,5
41925969,41928066,OCHI,OCH,NA,NA,NA,NA,xxx,6
41928062,41928850,MA1,MAL,NA,NA,NA,NA,xxx,2
41930695,41932025,MA1,MAL,NA,NA,NA,NA,xxx,1
41930695,41932025,OCHI,OCH,NA,NA,NA,NA,xxx,1
41932206,41933871,FA1,FEM,NA,NA,NA,NA,xxx,8
41934345,41935840,FA1,FEM,NA,NA,NA,NA,xxx,7
41936700,41940340,FA1,FEM,NA,NA,NA,NA,xxx,16
41940602,41942793,MA1,MAL,NA,NA,NA,NA,xxx,7
41942216,41942773,FA1,FEM,NA,NA,NA,NA,xxx,1
41942804,41943855,FA1,FEM,NA,NA,NA,NA,xxx,6
41944314,41945804,OCHI,OCH,NA,NA,NA,NA,xxx,3
41945876,41947335,MA1,MAL,NA,NA,NA,NA,xxx,4
41947366,41948634,FA1,FEM,NA,NA,NA,NA,xxx,4
41949639,41951773,OCHI,OCH,NA,NA,NA,NA,xxx,5
41951845,41953602,FA1,FEM,NA,NA,NA,NA,xxx,5
41954273,41956180,OCHI,OCH,NA,NA,NA,NA,xxx,5
41956345,41957046,FA1,FEM,NA,NA,NA,NA,xxx,2
41958237,41958768,FA1,FEM,NA,NA,NA,NA,xxx,1
41961139,41961665,MA1,MAL,NA,NA,NA,NA,xxx,2
41962510,41964597,OCHI,OCH,NA,NA,NA,NA,xxx,4
41966535,41968339,OCHI,OCH,NA,NA,NA,NA,xxx,4
41968334,41969690,MA1,MAL,NA,NA,NA,NA,xxx,8
41969732,41970211,FA1,FEM,NA,NA,NA,NA,xxx,2
41970669,41973407,MA1,MAL,NA,NA,NA,NA,xxx,8
41972262,41973247,OCHI,OCH,NA,NA,NA,NA,xxx,1
41973407,41974974,MA1,MAL,NA,NA,NA,NA,xxx,8
41974804,41976067,FA1,FEM,NA,NA,NA,NA,xxx,7
41976319,41977752,FA1,FEM,NA,NA,NA,NA,xxx,6
41978015,41978886,FA1,FEM,NA,NA,NA,NA,xxx,3
41979912,41980273,CHI,CHI,N,NA,NA,NA,xxx,0
41983381,41985170,MA1,MAL,NA,NA,NA,NA,xxx,3
41986185,41986881,CHI,CHI,N,NA,NA,NA,xxx,0
41987886,41989803,FA1,FEM,NA,NA,NA,NA,xxx,10
41992185,41994026,FA1,FEM,NA,NA,NA,NA,xxx,8
41995159,41996468,FA1,FEM,NA,NA,NA,NA,xxx,1
41996211,41996454,CHI,CHI,N,NA,NA,NA,xxx,0
41996539,41997224,MA1,MAL,NA,NA,NA,NA,xxx,2
41997304,41997820,FA1,FEM,NA,NA,NA,NA,xxx,1
42003025,42003551,MA1,MAL,NA,NA,NA,NA,xxx,2
42011108,42012680,FA1,FEM,NA,NA,NA,NA,xxx,3
42014613,42016381,FA1,FEM,NA,NA,NA,NA,xxx,10
42020881,42022371,FA1,FEM,NA,NA,NA,NA,xxx,6
42022742,42024422,FA1,FEM,NA,NA,NA,NA,xxx,3
42024618,42024794,CHI,CHI,N,NA,NA,NA,xxx,0
