segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
9384000,9385911,CHI,CHI,Y,NA,NA,NA,xxx,0
9386762,9387164,CHI,CHI,N,NA,NA,NA,xxx,0
9387169,9389652,CHI,CHI,Y,NA,NA,NA,xxx,0
9390113,9394860,CHI,CHI,Y,NA,NA,NA,xxx,0
9395139,9398613,CHI,CHI,Y,NA,NA,NA,xxx,0
9399041,9401850,CHI,CHI,Y,NA,NA,NA,xxx,0
9402231,9406370,CHI,CHI,Y,NA,NA,NA,xxx,0
9406540,9414262,CHI,CHI,Y,NA,NA,NA,xxx,0
9409992,9410293,FA1,FEM,NA,NA,NA,NA,xxx,1
9414541,9417904,CHI,CHI,Y,NA,NA,NA,xxx,0
9418460,9435365,CHI,CHI,Y,NA,NA,NA,xxx,0
9435492,9446841,CHI,CHI,Y,NA,NA,NA,xxx,0
9440143,9442920,FA1,FEM,NA,NA,NA,NA,xxx,7
9445523,9446857,FA1,FEM,NA,NA,NA,NA,xxx,2
9446906,9453932,CHI,CHI,Y,NA,NA,NA,xxx,0
9447618,9447924,FA1,FEM,NA,NA,NA,NA,xxx,1
9452483,9453161,FA1,FEM,NA,NA,NA,NA,xxx,1
9454238,9461571,CHI,CHI,Y,NA,NA,NA,xxx,0
9455436,9457571,FA1,FEM,NA,NA,NA,NA,xxx,5
9458353,9459416,FA1,FEM,NA,NA,NA,NA,xxx,3
9461650,9463523,FA1,FEM,NA,NA,NA,NA,xxx,5
9463095,9464603,CHI,CHI,Y,NA,NA,NA,xxx,0
9466163,9467294,CHI,CHI,Y,NA,NA,NA,xxx,0
9467763,9468052,CHI,CHI,Y,NA,NA,NA,xxx,0
9468204,9470027,CHI,CHI,Y,NA,NA,NA,xxx,0
9470516,9473433,CHI,CHI,Y,NA,NA,NA,xxx,0
9470998,9472338,FA1,FEM,NA,NA,NA,NA,xxx,4
9473657,9474168,CHI,CHI,N,NA,NA,NA,xxx,0
9474277,9475806,FA1,FEM,NA,NA,NA,NA,xxx,3
9477410,9479753,FA1,FEM,NA,NA,NA,NA,xxx,9
9488262,9488929,CHI,CHI,N,NA,NA,NA,xxx,0
9490760,9491921,FA1,FEM,NA,NA,NA,NA,xxx,2
9491959,9492340,CHI,CHI,N,NA,NA,NA,xxx,0
9493244,9494892,FA1,FEM,NA,NA,NA,NA,xxx,6
9495503,9497216,FA1,FEM,NA,NA,NA,NA,xxx,5
9500616,9501226,FA1,FEM,NA,NA,NA,NA,xxx,3
9501675,9502612,CHI,CHI,N,NA,NA,NA,xxx,0
9503115,9504000,CHI,CHI,Y,NA,NA,NA,xxx,0
9503520,9503994,FA1,FEM,NA,NA,NA,NA,xxx,2
