segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
7298902,7299231,CHI,CHI,N,NA,NA,NA,xxx,0
7315556,7318597,FA1,FEM,NA,NA,NA,NA,xxx,7
7318020,7318350,CHI,CHI,N,NA,NA,NA,xxx,0
7319630,7320234,CHI,CHI,N,NA,NA,NA,xxx,0
7320228,7321444,FA1,FEM,NA,NA,NA,NA,xxx,3
7321005,7321407,CHI,CHI,N,NA,NA,NA,xxx,0
7321526,7321830,CHI,CHI,N,NA,NA,NA,xxx,0
7327896,7328195,CHI,CHI,N,NA,NA,NA,xxx,0
7342479,7342788,FA1,FEM,NA,NA,NA,NA,xxx,1
7344350,7344736,FA1,FEM,NA,NA,NA,NA,xxx,1
7344969,7345520,CHI,CHI,N,NA,NA,NA,xxx,0
7348541,7348912,CHI,CHI,N,NA,NA,NA,xxx,0
7362839,7363226,CHI,CHI,N,NA,NA,NA,xxx,0
7368093,7368856,MA1,MAL,NA,NA,NA,NA,xxx,3
7373227,7373995,OCHI,OCH,NA,NA,NA,NA,xxx,3
7379752,7380370,OCHI,OCH,NA,NA,NA,NA,xxx,3
7381051,7381566,OCHI,OCH,NA,NA,NA,NA,xxx,3
7389768,7391448,FA1,FEM,NA,NA,NA,NA,xxx,3
7396283,7397520,CHI,CHI,N,NA,NA,NA,xxx,0
7396733,7397161,FA1,FEM,NA,NA,NA,NA,xxx,1
7397649,7397891,CHI,CHI,N,NA,NA,NA,xxx,0
7400577,7400850,CHI,CHI,N,NA,NA,NA,xxx,0
