segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
5818567,5820876,CHI,CHI,N,NA,NA,NA,xxx,0
5850257,5851293,CHI,CHI,N,NA,NA,NA,xxx,0
5852861,5854567,CHI,CHI,C,0,NA,NA,xxx,0
5856629,5858902,CHI,CHI,N,NA,NA,NA,xxx,0
5858731,5859644,FA1,FEM,NA,NA,NA,NA,xxx,4
5859629,5860000,CHI,CHI,N,NA,NA,NA,xxx,0
5862365,5863004,CHI,CHI,N,NA,NA,NA,xxx,0
5864314,5867072,CHI,CHI,Y,NA,NA,NA,xxx,0
5867077,5868227,CHI,CHI,C,0,NA,NA,xxx,0
5868350,5868577,CHI,CHI,N,NA,NA,NA,xxx,0
5870644,5871030,FA1,FEM,NA,NA,NA,NA,xxx,1
5871005,5871912,CHI,CHI,N,NA,NA,NA,xxx,0
5871254,5871450,FA1,FEM,NA,NA,NA,NA,xxx,1
5872026,5872680,CHI,CHI,Y,NA,NA,NA,xxx,0
5876169,5876664,CHI,CHI,N,NA,NA,NA,xxx,0
5877124,5878010,CHI,CHI,N,NA,NA,NA,xxx,0
5886412,5887190,CHI,CHI,N,NA,NA,NA,xxx,0
5888659,5888974,CHI,CHI,N,NA,NA,NA,xxx,0
5889551,5889896,CHI,CHI,N,NA,NA,NA,xxx,0
5897046,5897969,CHI,CHI,C,0,NA,NA,xxx,0
5898093,5898495,FA1,FEM,NA,NA,NA,NA,xxx,2
5903092,5904004,CHI,CHI,C,0,NA,NA,xxx,0
5913371,5914226,CHI,CHI,C,0,NA,NA,xxx,0
5914574,5915089,FA1,FEM,NA,NA,NA,NA,xxx,2
5919138,5919963,CHI,CHI,C,0,NA,NA,xxx,0
