segment_onset,segment_offset,speaker_id,speaker_type,vcm_type,lex_type,mwu_type,addressee,transcription,words
7296000,7297288,CHI,CHI,N,NA,NA,NA,xxx,0
7296978,7297739,OCHI,OCH,NA,NA,NA,NA,xxx,4
7298228,7299383,FA1,FEM,NA,NA,NA,NA,xxx,5
7298460,7299093,CHI,CHI,N,NA,NA,NA,xxx,0
7299712,7300297,CHI,CHI,N,NA,NA,NA,xxx,0
7300009,7300726,FA1,FEM,NA,NA,NA,NA,xxx,4
7301183,7302688,FA1,FEM,NA,NA,NA,NA,xxx,2
7301221,7301442,CHI,CHI,N,NA,NA,NA,xxx,0
7301714,7301930,CHI,CHI,N,NA,NA,NA,xxx,0
7301930,7302310,CHI,CHI,N,NA,NA,NA,xxx,0
7302728,7303132,CHI,CHI,N,NA,NA,NA,xxx,0
7303475,7304423,FA1,FEM,NA,NA,NA,NA,xxx,1
7303830,7304435,OCHI,OCH,NA,NA,NA,NA,xxx,2
7304781,7308446,CHI,CHI,N,NA,NA,NA,xxx,0
7305885,7307383,FA1,FEM,NA,NA,NA,NA,xxx,3
7308581,7309550,CHI,CHI,N,NA,NA,NA,xxx,0
7309484,7310809,FA1,FEM,NA,NA,NA,NA,xxx,5
7310862,7312028,FA1,FEM,NA,NA,NA,NA,xxx,3
7311508,7312508,CHI,CHI,N,NA,NA,NA,xxx,0
7312619,7314218,FA1,FEM,NA,NA,NA,NA,xxx,7
7314547,7314751,CHI,CHI,N,NA,NA,NA,xxx,0
7315802,7317148,CHI,CHI,N,NA,NA,NA,xxx,0
7317540,7317854,FA1,FEM,NA,NA,NA,NA,xxx,1
7317854,7319324,CHI,CHI,N,NA,NA,NA,xxx,0
7319321,7319508,FA1,FEM,NA,NA,NA,NA,xxx,1
7319585,7320557,CHI,CHI,N,NA,NA,NA,xxx,0
7321086,7323875,CHI,CHI,N,NA,NA,NA,xxx,0
7322475,7323676,FA1,FEM,NA,NA,NA,NA,xxx,2
7323965,7324339,FA1,FEM,NA,NA,NA,NA,xxx,2
7324352,7324633,FA1,FEM,NA,NA,NA,NA,xxx,1
7325328,7326490,CHI,CHI,N,NA,NA,NA,xxx,0
7326404,7329840,FA1,FEM,NA,NA,NA,NA,xxx,1
7329384,7329795,CHI,CHI,N,NA,NA,NA,xxx,0
7329931,7330301,CHI,CHI,N,NA,NA,NA,xxx,0
7330371,7331987,FA1,FEM,NA,NA,NA,NA,xxx,8
7331272,7331674,CHI,CHI,N,NA,NA,NA,xxx,0
7332382,7333250,FA1,FEM,NA,NA,NA,NA,xxx,1
7332382,7333250,CHI,CHI,N,NA,NA,NA,xxx,0
7333479,7333915,FA1,FEM,NA,NA,NA,NA,xxx,2
