segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,1210,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-31.25,-16.79,[],0,0,[],[]
1210,2280,FEM,FAN,1.8,1,AMF,EC,0,NT,FI,0.0,0,-29.31,-13.61,[],0,0,[],[]
2280,3330,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-20.13,-12.16,[],0,0,[],[]
3330,4130,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-13.47,-3.98,[],0,0,[],[]
4130,5180,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-19.0,-6.18,[],0,0,[],[]
5180,5980,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-33.08,-22.97,[],0,0,[],[]
5980,6810,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-26.13,-15.11,[],0,0,[],[]
6810,7610,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-30.38,-14.63,[],0,0,[],[]
7610,8420,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-21.66,-8.4,[],0,0,[],[]
8420,9220,NA,NON,0.0,2,pause,NA,NA,NA,NA,0.0,0,-31.65,-18.05,[],0,0,[],[]
9220,10150,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-28.2,-20.03,[],0,0,[],[]
10150,13850,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-34.04,-18.91,[],0,0,[],[]
13850,14650,OCH,CXN,0.0,2,XIC,BC,0,NT,FI,0.0,0,-35.43,-28.02,[],0,0,[],[]
14650,15680,NA,NOF,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-30.49,-15.11,[],0,0,[],[]
15680,17150,FEM,FAN,4.84,2,XIC,RC,0,NT,FI,0.0,0,-24.45,-13.91,[],0,0,[],[]
17150,17950,NA,OLN,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-25.71,-17.2,[],0,0,[],[]
17950,18980,FEM,FAN,7.93,2,XIC,RC,0,NT,FH,0.0,0,-21.34,-14.46,[],0,0,[],[]
18980,19580,FEM,FAN,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-31.96,-22.83,[],600,0,[],[]
19580,20960,NA,NOF,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-44.08,-29.81,[],0,0,[],[]
20960,22080,NA,FAF,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-46.09,-39.37,[],0,0,[],[]
22080,23830,NA,NOF,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-42.99,-31.78,[],0,0,[],[]
23830,25900,FEM,FAN,6.82,2,XIC,RC,0,NT,FH,0.0,0,-21.27,-16.27,[],0,0,[],[]
25900,26760,NA,OLN,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-22.75,-11.14,[],0,0,[],[]
26760,28050,NA,NOF,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-45.07,-37.28,[],0,0,[],[]
28050,29830,FEM,FAN,8.53,2,XIC,RC,0,NT,FH,0.0,0,-40.67,-30.03,[],0,0,[],[]
29830,32490,NA,NOF,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-40.97,-29.85,[],0,0,[],[]
32490,33610,OCH,CXN,0.0,2,XIC,RC,0,NT,FI,0.0,0,-32.79,-26.86,[],0,0,[],[]
33610,34640,NA,FAF,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-45.39,-34.79,[],0,0,[],[]
34640,35450,NA,CXF,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-43.93,-37.76,[],0,0,[],[]
35450,37350,FEM,FAN,7.29,2,XIC,RC,0,NT,FI,0.0,0,-37.33,-27.39,[],0,0,[],[]
37350,39080,MAL,MAN,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-40.8,-31.13,[],1730,0,[],[]
39080,40390,FEM,FAN,5.92,2,XIC,RC,0,NT,FH,0.0,0,-35.52,-26.39,[],0,0,[],[]
40390,41580,NA,OLN,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-24.58,-16.6,[],0,0,[],[]
41580,42530,NA,NOF,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-47.25,-34.1,[],0,0,[],[]
42530,43140,FEM,FAN,0.47,2,XIC,RC,0,TIFI,FH,0.0,0,-28.19,-21.88,[],0,0,[],[]
43140,43950,NA,NOF,0.0,2,XIC,NA,NA,NA,NA,0.0,0,-43.29,-33.5,[],0,0,[],[]
